pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref
-0.161918, 0.494812, 6.26271, 0.0350729, 6.94877e-310, -0.642118, 0.494812, 6.26271, 0.4802, 0, 0
-0.160552, 0.494821, 6.26206, 0.0350744, 6.94877e-310, -0.640752, 0.494821, 6.26206, 0.4802, 0, 0
-0.158638, 0.494743, 6.26172, 0.0350763, 6.94877e-310, -0.638838, 0.494743, 6.26172, 0.4802, 0, 0
-0.156046, 0.494686, 6.26187, 0.0350791, 6.94877e-310, -0.636246, 0.494686, 6.26187, 0.4802, 0, 0
-0.154751, 0.494659, 6.26195, 0.0350804, 6.94877e-310, -0.634951, 0.494659, 6.26195, 0.4802, 0, 0
-0.153455, 0.494631, 6.26202, 0.0350818, 6.94877e-310, -0.633655, 0.494631, 6.26202, 0.4802, 0, 0
-0.152159, 0.494604, 6.26209, 0.0350831, 6.94877e-310, -0.632359, 0.494604, 6.26209, 0.4802, 0, 0
-0.150215, 0.494563, 6.2622, 0.0350852, 6.94877e-310, -0.630415, 0.494563, 6.2622, 0.4802, 0, 0
-0.148271, 0.494522, 6.26231, 0.0350872, -0.0528122, -0.643471, 0.494522, 6.26231, 0.4952, 0, 0
-0.147622, 0.494509, 6.26235, 0.0350879, 6.94877e-310, -0.642822, 0.494509, 6.26235, 0.4952, 0, 0
-0.14502, 0.494467, 6.26129, 0.0350907, 6.94877e-310, -0.64022, 0.494467, 6.26129, 0.4952, 0, 0
-0.143725, 0.494426, 6.26139, 0.035092, 6.94877e-310, -0.638925, 0.494426, 6.26139, 0.4952, 0, 0
-0.142461, 0.494399, 6.26147, 0.0350933, 6.94877e-310, -0.637661, 0.494399, 6.26147, 0.4952, 0, 0
-0.141133, 0.494369, 6.26155, 0.0350947, 6.94877e-310, -0.636333, 0.494369, 6.26155, 0.4952, 0, 0
-0.139188, 0.494327, 6.26166, 0.0350968, 6.94877e-310, -0.634388, 0.494327, 6.26166, 0.4952, 0, 0
-0.136595, 0.494272, 6.26181, 0.0350995, 6.94877e-310, -0.631795, 0.494272, 6.26181, 0.4952, 0, 0
-0.135298, 0.494244, 6.26188, 0.0351009, 6.94877e-310, -0.630498, 0.494244, 6.26188, 0.4952, 0, 0
-0.134001, 0.494216, 6.26196, 0.0351022, 6.94877e-310, -0.629201, 0.494216, 6.26196, 0.4952, 0, 0
-0.132737, 0.494191, 6.26203, 0.0351036, -0.0528642, -0.642937, 0.494191, 6.26203, 0.5102, 0, 0
-0.130726, 0.494159, 6.26211, 0.0351057, 6.94877e-310, -0.640927, 0.494159, 6.26211, 0.5102, 0, 0
-0.128813, 0.494121, 6.26105, 0.0351077, 6.94877e-310, -0.639013, 0.494121, 6.26105, 0.5102, 0, 0
-0.128163, 0.494095, 6.26112, 0.0351084, 6.94877e-310, -0.638363, 0.494095, 6.26112, 0.5102, 0, 0
-0.125569, 0.494035, 6.26128, 0.0351112, 6.94877e-310, -0.635769, 0.494035, 6.26128, 0.5102, 0, 0
-0.124272, 0.494006, 6.26136, 0.0351125, 6.94877e-310, -0.634472, 0.494006, 6.26136, 0.5102, 0, 0
-0.122975, 0.493978, 6.26143, 0.0351139, 6.94877e-310, -0.633175, 0.493978, 6.26143, 0.5102, 0, 0
-0.121029, 0.493936, 6.26154, 0.035116, 6.94877e-310, -0.631229, 0.493936, 6.26154, 0.5102, 0, 0
-0.119116, 0.493895, 6.26166, 0.035118, -0.0527049, -0.644316, 0.493895, 6.26166, 0.5252, 0, 0
-0.118402, 0.49388, 6.2617, 0.0351187, 6.94877e-310, -0.643602, 0.49388, 6.2617, 0.5252, 0, 0
-0.115797, 0.493839, 6.26064, 0.0351215, 6.94877e-310, -0.640997, 0.493839, 6.26064, 0.5252, 0, 0
-0.114531, 0.493795, 6.26076, 0.0351228, 6.94877e-310, -0.639731, 0.493795, 6.26076, 0.5252, 0, 0
-0.112584, 0.493751, 6.26088, 0.0351249, 6.94877e-310, -0.637784, 0.493751, 6.26088, 0.5252, 0, 0
-0.110638, 0.493708, 6.261, 0.035127, 6.94877e-310, -0.635838, 0.493708, 6.261, 0.5252, 0, 0
-0.109989, 0.493693, 6.26103, 0.0351277, 6.94877e-310, -0.635189, 0.493693, 6.26103, 0.5252, 0, 0
-0.108691, 0.493665, 6.26111, 0.035129, 6.94877e-310, -0.633891, 0.493665, 6.26111, 0.5252, 0, 0
-0.107393, 0.493636, 6.26119, 0.0351304, 6.94877e-310, -0.632593, 0.493636, 6.26119, 0.5252, 0, 0
-0.104181, 0.493565, 6.26138, 0.0351338, -0.0526929, -0.644381, 0.493565, 6.26138, 0.5402, 0, 0
-0.10285, 0.493579, 6.26126, 0.0351353, 6.94877e-310, -0.64305, 0.493579, 6.26126, 0.5402, 0, 0
-0.101544, 0.493545, 6.26033, 0.0351367, 6.94877e-310, -0.641744, 0.493545, 6.26033, 0.5402, 0, 0
-0.100928, 0.493497, 6.26038, 0.0351373, 6.94877e-310, -0.641128, 0.493497, 6.26038, 0.5402, 0, 0
-0.0989866, 0.49345, 6.2605, 0.0351394, 6.94877e-310, -0.639187, 0.49345, 6.2605, 0.5402, 0, 0
-0.096358, 0.493389, 6.26066, 0.0351422, 6.94877e-310, -0.636558, 0.493389, 6.26066, 0.5402, 0, 0
-0.0950598, 0.49336, 6.26074, 0.0351435, 6.94877e-310, -0.63526, 0.49336, 6.26074, 0.5402, 0, 0
-0.0937614, 0.493331, 6.26082, 0.0351449, 6.94877e-310, -0.633961, 0.493331, 6.26082, 0.5402, 0, 0
-0.092463, 0.493302, 6.2609, 0.0351463, 6.94877e-310, -0.632663, 0.493302, 6.2609, 0.5402, 0, 0
-0.0911968, 0.493275, 6.26097, 0.0351477, 6.94877e-310, -0.631397, 0.493275, 6.26097, 0.5402, 0, 0
-0.0892168, 0.49323, 6.26109, 0.0351498, -0.0526833, -0.644417, 0.49323, 6.26109, 0.5552, 0, 0
-0.0866187, 0.493216, 6.26103, 0.0351526, 6.94877e-310, -0.641819, 0.493216, 6.26103, 0.5552, 0, 0
-0.085344, 0.493182, 6.26012, 0.0351539, 6.94877e-310, -0.640544, 0.493182, 6.26012, 0.5552, 0, 0
-0.0840521, 0.493115, 6.26021, 0.0351553, 6.94877e-310, -0.639252, 0.493115, 6.26021, 0.5552, 0, 0
-0.0827535, 0.493085, 6.26029, 0.0351567, 6.94877e-310, -0.637953, 0.493085, 6.26029, 0.5552, 0, 0
-0.0807725, 0.49304, 6.26041, 0.0351588, 6.94877e-310, -0.635973, 0.49304, 6.26041, 0.5552, 0, 0
-0.0782074, 0.492981, 6.26057, 0.0351615, 6.94877e-310, -0.633407, 0.492981, 6.26057, 0.5552, 0, 0
-0.0768434, 0.492951, 6.26065, 0.035163, 6.94877e-310, -0.632043, 0.492951, 6.26065, 0.5552, 0, 0
-0.0755765, 0.492923, 6.26073, 0.0351643, 6.94877e-310, -0.630776, 0.492923, 6.26073, 0.5552, 0, 0
-0.0742773, 0.492894, 6.26081, 0.0351657, -0.0526712, -0.644477, 0.492894, 6.26081, 0.5702, 0, 0
-0.0729781, 0.492865, 6.26089, 0.0351671, 6.94877e-310, -0.643178, 0.492865, 6.26089, 0.5702, 0, 0
-0.0716427, 0.492874, 6.2605, 0.0351686, 6.94877e-310, -0.641843, 0.492874, 6.2605, 0.5702, 0, 0
-0.0703694, 0.492824, 6.25983, 0.0351699, 6.94877e-310, -0.640569, 0.492824, 6.25983, 0.5702, 0, 0
-0.0671197, 0.49273, 6.26008, 0.0351734, 6.94877e-310, -0.63732, 0.49273, 6.26008, 0.5702, 0, 0
-0.0658203, 0.4927, 6.26016, 0.0351748, 6.94877e-310, -0.63602, 0.4927, 6.26016, 0.5702, 0, 0
-0.0645207, 0.492671, 6.26024, 0.0351762, 6.94877e-310, -0.634721, 0.492671, 6.26024, 0.5702, 0, 0
-0.0632211, 0.492641, 6.26032, 0.0351776, 6.94877e-310, -0.633421, 0.492641, 6.26032, 0.5702, 0, 0
-0.0619214, 0.492611, 6.2604, 0.035179, 6.94877e-310, -0.632121, 0.492611, 6.2604, 0.5702, 0, 0
-0.0599718, 0.492567, 6.26052, 0.0351811, -0.0525907, -0.645172, 0.492567, 6.26052, 0.5852, 0, 0
-0.0573715, 0.49255, 6.26048, 0.0351839, 6.94877e-310, -0.642571, 0.49255, 6.26048, 0.5852, 0, 0
-0.0560631, 0.492515, 6.25956, 0.0351853, 6.94877e-310, -0.641263, 0.492515, 6.25956, 0.5852, 0, 0
-0.0547373, 0.492447, 6.25965, 0.0351867, 6.94877e-310, -0.639937, 0.492447, 6.25965, 0.5852, 0, 0
-0.0534702, 0.492416, 6.25974, 0.0351881, 6.94877e-310, -0.63867, 0.492416, 6.25974, 0.5852, 0, 0
-0.0521702, 0.492386, 6.25982, 0.0351895, 6.94877e-310, -0.63737, 0.492386, 6.25982, 0.5852, 0, 0
-0.0509024, 0.492357, 6.2599, 0.0351908, 6.94877e-310, -0.636102, 0.492357, 6.2599, 0.5852, 0, 0
-0.0476519, 0.492282, 6.2601, 0.0351943, 6.94877e-310, -0.632852, 0.492282, 6.2601, 0.5852, 0, 0
-0.0462866, 0.49225, 6.26018, 0.0351958, 6.94877e-310, -0.631487, 0.49225, 6.26018, 0.5852, 0, 0
-0.045019, 0.49222, 6.26026, 0.0351972, -0.0525815, -0.645219, 0.49222, 6.26026, 0.6002, 0, 0
-0.0436858, 0.492191, 6.26034, 0.0351986, 6.94877e-310, -0.643886, 0.492191, 6.26034, 0.6002, 0, 0
-0.0424153, 0.492202, 6.26001, 0.0352, 6.94877e-310, -0.642615, 0.492202, 6.26001, 0.6002, 0, 0
-0.040457, 0.492118, 6.25942, 0.0352021, 6.94877e-310, -0.640657, 0.492118, 6.25942, 0.6002, 0, 0
-0.037888, 0.492055, 6.2596, 0.0352049, 6.94877e-310, -0.638088, 0.492055, 6.2596, 0.6002, 0, 0
-0.036555, 0.492022, 6.25968, 0.0352063, 6.94877e-310, -0.636755, 0.492022, 6.25968, 0.6002, 0, 0
-0.0352214, 0.491992, 6.25976, 0.0352078, 6.94877e-310, -0.635421, 0.491992, 6.25976, 0.6002, 0, 0
-0.0339856, 0.491963, 6.25984, 0.0352091, 6.94877e-310, -0.634186, 0.491963, 6.25984, 0.6002, 0, 0
-0.032002, 0.491916, 6.25997, 0.0352113, 6.94877e-310, -0.632202, 0.491916, 6.25997, 0.6002, 0, 0
-0.0293999, 0.491856, 6.26013, 0.0352141, -0.0526525, -0.6446, 0.491856, 6.26013, 0.6152, 0, 0
-0.028098, 0.491866, 6.26001, 0.0352155, 6.94877e-310, -0.643298, 0.491866, 6.26001, 0.6152, 0, 0
-0.0267886, 0.491832, 6.25908, 0.035217, 6.94877e-310, -0.641989, 0.491832, 6.25908, 0.6152, 0, 0
-0.0254939, 0.491764, 6.25918, 0.0352183, 6.94877e-310, -0.640694, 0.491764, 6.25918, 0.6152, 0, 0
-0.0242251, 0.491734, 6.25926, 0.0352197, 6.94877e-310, -0.639425, 0.491734, 6.25926, 0.6152, 0, 0
-0.0222732, 0.491688, 6.25939, 0.0352218, 6.94877e-310, -0.637473, 0.491688, 6.25939, 0.6152, 0, 0
-0.0196381, 0.491624, 6.25956, 0.0352247, 6.94877e-310, -0.634838, 0.491624, 6.25956, 0.6152, 0, 0
-0.0183366, 0.491594, 6.25964, 0.0352261, 6.94877e-310, -0.633537, 0.491594, 6.25964, 0.6152, 0, 0
-0.017035, 0.491563, 6.25972, 0.0352275, 6.94877e-310, -0.632235, 0.491563, 6.25972, 0.6152, 0, 0
-0.0151149, 0.491519, 6.25984, 0.0352296, -0.0525694, -0.645315, 0.491519, 6.25984, 0.6302, 0, 0
-0.0137808, 0.491487, 6.25993, 0.035231, 6.94877e-310, -0.643981, 0.491487, 6.25993, 0.6302, 0, 0
-0.0124714, 0.491493, 6.25906, 0.0352325, 6.94877e-310, -0.642671, 0.491493, 6.25906, 0.6302, 0, 0
-0.0111994, 0.49143, 6.25896, 0.0352338, 6.94877e-310, -0.641399, 0.49143, 6.25896, 0.6302, 0, 0
-0.0085955, 0.491364, 6.25914, 0.0352367, 6.94877e-310, -0.638796, 0.491364, 6.25914, 0.6302, 0, 0
-0.00726126, 0.491331, 6.25923, 0.0352381, 6.94877e-310, -0.637461, 0.491331, 6.25923, 0.6302, 0, 0
-0.00595921, 0.4913, 6.25931, 0.0352395, 6.94877e-310, -0.636159, 0.4913, 6.25931, 0.6302, 0, 0
-0.00400606, 0.491253, 6.25944, 0.0352417, 6.94877e-310, -0.634206, 0.491253, 6.25944, 0.6302, 0, 0
-0.00205278, 0.491207, 6.25956, 0.0352438, 6.94877e-310, -0.632253, 0.491207, 6.25956, 0.6302, 0, 0
-9.9331e-05, 0.491161, 6.25969, 0.0352459, -0.0525739, -0.645299, 0.491161, 6.25969, 0.6452, 0, 0
0.0012039, 0.491171, 6.25957, 0.0352474, 6.94877e-310, -0.643996, 0.491171, 6.25957, 0.6452, 0, 0
0.00254712, 0.491135, 6.25862, 0.0352489, 6.94877e-310, -0.642653, 0.491135, 6.25862, 0.6452, 0, 0
0.0044705, 0.491051, 6.25881, 0.0352509, 6.94877e-310, -0.64073, 0.491051, 6.25881, 0.6452, 0, 0
0.00642429, 0.491004, 6.25894, 0.0352531, 6.94877e-310, -0.638776, 0.491004, 6.25894, 0.6452, 0, 0
0.00707559, 0.490988, 6.25898, 0.0352538, 6.94877e-310, -0.638124, 0.490988, 6.25898, 0.6452, 0, 0
0.00837825, 0.490956, 6.25907, 0.0352552, 6.94877e-310, -0.636822, 0.490956, 6.25907, 0.6452, 0, 0
0.00971375, 0.490925, 6.25915, 0.0352567, 6.94877e-310, -0.635486, 0.490925, 6.25915, 0.6452, 0, 0
0.0129707, 0.490847, 6.25936, 0.0352602, 6.94877e-310, -0.632229, 0.490847, 6.25936, 0.6452, 0, 0
0.0142085, 0.490818, 6.25944, 0.0352616, -0.052496, -0.645992, 0.490818, 6.25944, 0.6602, 0, 0
0.0155438, 0.49079, 6.25951, 0.0352631, 6.94877e-310, -0.644656, 0.49079, 6.25951, 0.6602, 0, 0
0.0168544, 0.490791, 6.25864, 0.0352645, 6.94877e-310, -0.643346, 0.490791, 6.25864, 0.6602, 0, 0
0.018159, 0.490724, 6.25851, 0.0352659, 6.94877e-310, -0.642041, 0.490724, 6.25851, 0.6602, 0, 0
0.0207653, 0.490658, 6.25869, 0.0352688, 6.94877e-310, -0.639435, 0.490658, 6.25869, 0.6602, 0, 0
0.0220684, 0.490626, 6.25878, 0.0352702, 6.94877e-310, -0.638132, 0.490626, 6.25878, 0.6602, 0, 0
0.0239911, 0.49058, 6.2589, 0.0352723, 6.94877e-310, -0.636209, 0.49058, 6.2589, 0.6602, 0, 0
0.0259785, 0.490531, 6.25903, 0.0352745, 6.94877e-310, -0.634221, 0.490531, 6.25903, 0.6602, 0, 0
0.0266302, 0.490515, 6.25907, 0.0352752, 6.94877e-310, -0.63357, 0.490515, 6.25907, 0.6602, 0, 0
0.0279666, 0.490484, 6.25916, 0.0352767, 6.94877e-310, -0.632233, 0.490484, 6.25916, 0.6602, 0, 0
0.029205, 0.490454, 6.25924, 0.035278, -0.0524952, -0.645995, 0.490454, 6.25924, 0.6752, 0, 0
0.0305738, 0.490421, 6.25933, 0.0352795, 6.94877e-310, -0.644626, 0.490421, 6.25933, 0.6752, 0, 0
0.0337756, 0.490357, 6.25833, 0.0352831, 6.94877e-310, -0.641424, 0.490357, 6.25833, 0.6752, 0, 0
0.0351131, 0.490311, 6.25845, 0.0352845, 6.94877e-310, -0.640087, 0.490311, 6.25845, 0.6752, 0, 0
0.0363845, 0.49028, 6.25853, 0.0352859, 6.94877e-310, -0.638815, 0.49028, 6.25853, 0.6752, 0, 0
0.0377208, 0.490246, 6.25862, 0.0352874, 6.94877e-310, -0.637479, 0.490246, 6.25862, 0.6752, 0, 0
0.0389924, 0.490216, 6.2587, 0.0352888, 6.94877e-310, -0.636208, 0.490216, 6.2587, 0.6752, 0, 0
0.0410136, 0.490166, 6.25884, 0.035291, 6.94877e-310, -0.634186, 0.490166, 6.25884, 0.6752, 0, 0
0.0436218, 0.490103, 6.25901, 0.0352939, -0.0524296, -0.646578, 0.490103, 6.25901, 0.6902, 0, 0
0.0448932, 0.490076, 6.25908, 0.0352953, 6.94877e-310, -0.645307, 0.490076, 6.25908, 0.6902, 0, 0
0.0462377, 0.490075, 6.25818, 0.0352969, 6.94877e-310, -0.643962, 0.490075, 6.25818, 0.6902, 0, 0
0.0481632, 0.489991, 6.25813, 0.0352989, 6.94877e-310, -0.642037, 0.489991, 6.25813, 0.6902, 0, 0
0.0501198, 0.489941, 6.25826, 0.0353011, 6.94877e-310, -0.64008, 0.489941, 6.25826, 0.6902, 0, 0
0.0520441, 0.489895, 6.25839, 0.0353032, 6.94877e-310, -0.638156, 0.489895, 6.25839, 0.6902, 0, 0
0.0533811, 0.48986, 6.25848, 0.0353047, 6.94877e-310, -0.636819, 0.48986, 6.25848, 0.6902, 0, 0
0.0546858, 0.489828, 6.25857, 0.0353062, 6.94877e-310, -0.635514, 0.489828, 6.25857, 0.6902, 0, 0
0.0566757, 0.48978, 6.2587, 0.0353084, 6.94877e-310, -0.633524, 0.48978, 6.2587, 0.6902, 0, 0
0.0586001, 0.489732, 6.25882, 0.0353105, -0.0524278, -0.6466, 0.489732, 6.25882, 0.7052, 0, 0
0.0592526, 0.489717, 6.25887, 0.0353112, 6.94877e-310, -0.645947, 0.489717, 6.25887, 0.7052, 0, 0
0.0605959, 0.48972, 6.25824, 0.0353128, 6.94877e-310, -0.644604, 0.48972, 6.25824, 0.7052, 0, 0
0.0618709, 0.489658, 6.25785, 0.0353141, 6.94877e-310, -0.643329, 0.489658, 6.25785, 0.7052, 0, 0
0.0651013, 0.48957, 6.25808, 0.0353177, 6.94877e-310, -0.640099, 0.48957, 6.25808, 0.7052, 0, 0
0.0665045, 0.489536, 6.25818, 0.0353193, 6.94877e-310, -0.638696, 0.489536, 6.25818, 0.7052, 0, 0
0.0677116, 0.489505, 6.25826, 0.0353206, 6.94877e-310, -0.637488, 0.489505, 6.25826, 0.7052, 0, 0
0.0690497, 0.489473, 6.25835, 0.0353221, 6.94877e-310, -0.63615, 0.489473, 6.25835, 0.7052, 0, 0
0.0703551, 0.48944, 6.25843, 0.0353235, 6.94877e-310, -0.634845, 0.48944, 6.25843, 0.7052, 0, 0
0.0716604, 0.489408, 6.25852, 0.035325, 6.94877e-310, -0.63354, 0.489408, 6.25852, 0.7052, 0, 0
0.0736186, 0.48936, 6.25865, 0.0353272, -0.052431, -0.646581, 0.48936, 6.25865, 0.7202, 0, 0
0.076263, 0.489337, 6.25861, 0.0353302, 6.94877e-310, -0.643937, 0.489337, 6.25861, 0.7202, 0, 0
0.0775444, 0.489299, 6.2577, 0.0353316, 6.94877e-310, -0.642656, 0.489299, 6.2577, 0.7202, 0, 0
0.0788502, 0.489231, 6.25782, 0.035333, 6.94877e-310, -0.64135, 0.489231, 6.25782, 0.7202, 0, 0
0.080156, 0.489197, 6.25791, 0.0353344, 6.94877e-310, -0.640044, 0.489197, 6.25791, 0.7202, 0, 0
0.0821147, 0.489148, 6.25804, 0.0353366, 6.94877e-310, -0.638085, 0.489148, 6.25804, 0.7202, 0, 0
0.0847265, 0.489082, 6.25822, 0.0353395, 6.94877e-310, -0.635473, 0.489082, 6.25822, 0.7202, 0, 0
0.0860325, 0.48905, 6.2583, 0.035341, 6.94877e-310, -0.634167, 0.48905, 6.2583, 0.7202, 0, 0
0.0873386, 0.489017, 6.25839, 0.0353425, -0.0522886, -0.647861, 0.489017, 6.25839, 0.7352, 0, 0
0.0886119, 0.488985, 6.25848, 0.0353439, 6.94877e-310, -0.646588, 0.488985, 6.25848, 0.7352, 0, 0
0.0905802, 0.488972, 6.25741, 0.0353461, 6.94877e-310, -0.64462, 0.488972, 6.25741, 0.7352, 0, 0
0.0925749, 0.488886, 6.25758, 0.0353483, 6.94877e-310, -0.642625, 0.488886, 6.25758, 0.7352, 0, 0
0.0932281, 0.488869, 6.25762, 0.035349, 6.94877e-310, -0.641972, 0.488869, 6.25762, 0.7352, 0, 0
0.0945669, 0.488834, 6.25772, 0.0353505, 6.94877e-310, -0.640633, 0.488834, 6.25772, 0.7352, 0, 0
0.0978006, 0.488752, 6.25794, 0.0353542, 6.94877e-310, -0.637399, 0.488752, 6.25794, 0.7352, 0, 0
0.0991072, 0.48872, 6.25803, 0.0353556, 6.94877e-310, -0.636093, 0.48872, 6.25803, 0.7352, 0, 0
0.100414, 0.488687, 6.25811, 0.0353571, 6.94877e-310, -0.634786, 0.488687, 6.25811, 0.7352, 0, 0
0.101721, 0.488654, 6.2582, 0.0353585, 6.94877e-310, -0.633479, 0.488654, 6.2582, 0.7352, 0, 0
0.10306, 0.48862, 6.25829, 0.03536, -0.0523723, -0.64714, 0.48862, 6.25829, 0.7502, 0, 0
0.104334, 0.488589, 6.25838, 0.0353615, 6.94877e-310, -0.645866, 0.488589, 6.25838, 0.7502, 0, 0
0.107612, 0.488514, 6.25741, 0.0353652, 6.94877e-310, -0.642588, 0.488514, 6.25741, 0.7502, 0, 0
0.10892, 0.488473, 6.25752, 0.0353666, 6.94877e-310, -0.64128, 0.488473, 6.25752, 0.7502, 0, 0
0.11026, 0.488438, 6.25761, 0.0353681, 6.94877e-310, -0.63994, 0.488438, 6.25761, 0.7502, 0, 0
0.111534, 0.488406, 6.2577, 0.0353696, 6.94877e-310, -0.638666, 0.488406, 6.2577, 0.7502, 0, 0
0.112874, 0.488371, 6.25779, 0.0353711, 6.94877e-310, -0.637326, 0.488371, 6.25779, 0.7502, 0, 0
0.114181, 0.488338, 6.25788, 0.0353725, 6.94877e-310, -0.636019, 0.488338, 6.25788, 0.7502, 0, 0
0.11611, 0.48829, 6.25801, 0.0353747, 6.94877e-310, -0.63409, 0.48829, 6.25801, 0.7502, 0, 0
0.118692, 0.488224, 6.25819, 0.0353776, -0.0524459, -0.646508, 0.488224, 6.25819, 0.7652, 0, 0
0.120032, 0.488192, 6.25827, 0.0353791, 6.94877e-310, -0.645168, 0.488192, 6.25827, 0.7652, 0, 0
0.121346, 0.488194, 6.25741, 0.0353806, 6.94877e-310, -0.643854, 0.488194, 6.25741, 0.7652, 0, 0
0.123312, 0.488109, 6.25734, 0.0353828, 6.94877e-310, -0.641888, 0.488109, 6.25734, 0.7652, 0, 0
0.125274, 0.488057, 6.25748, 0.035385, 6.94877e-310, -0.639926, 0.488057, 6.25748, 0.7652, 0, 0
0.125928, 0.488041, 6.25753, 0.0353858, 6.94877e-310, -0.639272, 0.488041, 6.25753, 0.7652, 0, 0
0.127236, 0.488007, 6.25762, 0.0353872, 6.94877e-310, -0.637964, 0.488007, 6.25762, 0.7652, 0, 0
0.128576, 0.487972, 6.25771, 0.0353888, 6.94877e-310, -0.636624, 0.487972, 6.25771, 0.7652, 0, 0
0.131814, 0.487891, 6.25793, 0.0353924, -0.0522391, -0.648386, 0.487891, 6.25793, 0.7802, 0, 0
0.133154, 0.487868, 6.25799, 0.0353939, 6.94877e-310, -0.647046, 0.487868, 6.25799, 0.7802, 0, 0
0.134437, 0.48786, 6.25714, 0.0353954, 6.94877e-310, -0.645763, 0.48786, 6.25714, 0.7802, 0, 0
0.135747, 0.487791, 6.25702, 0.0353969, 6.94877e-310, -0.644453, 0.487791, 6.25702, 0.7802, 0, 0
0.137055, 0.487755, 6.25712, 0.0353983, 6.94877e-310, -0.643145, 0.487755, 6.25712, 0.7802, 0, 0
0.139018, 0.487704, 6.25726, 0.0354006, 6.94877e-310, -0.641182, 0.487704, 6.25726, 0.7802, 0, 0
0.141635, 0.487636, 6.25744, 0.0354035, 6.94877e-310, -0.638565, 0.487636, 6.25744, 0.7802, 0, 0
0.142944, 0.487603, 6.25753, 0.035405, 6.94877e-310, -0.637256, 0.487603, 6.25753, 0.7802, 0, 0
0.144285, 0.487569, 6.25762, 0.0354065, 6.94877e-310, -0.635915, 0.487569, 6.25762, 0.7802, 0, 0
0.145528, 0.487538, 6.2577, 0.0354079, 6.94877e-310, -0.634672, 0.487538, 6.2577, 0.7802, 0, 0
0.14687, 0.487502, 6.2578, 0.0354094, -0.0522487, -0.64833, 0.487502, 6.2578, 0.7952, 0, 0
0.148178, 0.487469, 6.25789, 0.0354109, 6.94877e-310, -0.647022, 0.487469, 6.25789, 0.7952, 0, 0
0.151427, 0.487405, 6.25688, 0.0354146, 6.94877e-310, -0.643773, 0.487405, 6.25688, 0.7952, 0, 0
0.152738, 0.487353, 6.25703, 0.0354161, 6.94877e-310, -0.642462, 0.487353, 6.25703, 0.7952, 0, 0
0.153425, 0.487335, 6.25707, 0.0354169, 6.94877e-310, -0.641775, 0.487335, 6.25707, 0.7952, 0, 0
0.155357, 0.487284, 6.25721, 0.0354191, 6.94877e-310, -0.639843, 0.487284, 6.25721, 0.7952, 0, 0
0.158008, 0.487216, 6.25739, 0.0354221, 6.94877e-310, -0.637192, 0.487216, 6.25739, 0.7952, 0, 0
0.15935, 0.48718, 6.25749, 0.0354236, 6.94877e-310, -0.63585, 0.48718, 6.25749, 0.7952, 0, 0
0.16066, 0.487147, 6.25758, 0.0354251, -0.0521165, -0.64954, 0.487147, 6.25758, 0.8102, 0, 0
0.161937, 0.487115, 6.25767, 0.0354266, 6.94877e-310, -0.648263, 0.487115, 6.25767, 0.8102, 0, 0
0.163282, 0.487119, 6.25732, 0.0354281, 6.94877e-310, -0.646918, 0.487119, 6.25732, 0.8102, 0, 0
0.165188, 0.487034, 6.25677, 0.0354303, 6.94877e-310, -0.645012, 0.487034, 6.25677, 0.8102, 0, 0
0.167842, 0.48696, 6.25697, 0.0354333, 6.94877e-310, -0.642358, 0.48696, 6.25697, 0.8102, 0, 0
0.169152, 0.486926, 6.25706, 0.0354348, 6.94877e-310, -0.641048, 0.486926, 6.25706, 0.8102, 0, 0
0.170462, 0.486892, 6.25715, 0.0354363, 6.94877e-310, -0.639738, 0.486892, 6.25715, 0.8102, 0, 0
0.171773, 0.486857, 6.25724, 0.0354378, 6.94877e-310, -0.638427, 0.486857, 6.25724, 0.8102, 0, 0
0.173083, 0.486824, 6.25733, 0.0354393, 6.94877e-310, -0.637117, 0.486824, 6.25733, 0.8102, 0, 0
0.175082, 0.486773, 6.25747, 0.0354416, 6.94877e-310, -0.635118, 0.486773, 6.25747, 0.8102, 0, 0
0.17767, 0.486706, 6.25765, 0.0354445, -0.0523504, -0.64753, 0.486706, 6.25765, 0.8252, 0, 0
0.17898, 0.486677, 6.25773, 0.035446, 6.94877e-310, -0.64622, 0.486677, 6.25773, 0.8252, 0, 0
0.180331, 0.486674, 6.25682, 0.0354476, 6.94877e-310, -0.644869, 0.486674, 6.25682, 0.8252, 0, 0
0.181611, 0.486607, 6.25676, 0.035449, 6.94877e-310, -0.643589, 0.486607, 6.25676, 0.8252, 0, 0
0.183578, 0.486552, 6.25691, 0.0354513, 6.94877e-310, -0.641622, 0.486552, 6.25691, 0.8252, 0, 0
0.186201, 0.486483, 6.25709, 0.0354543, 6.94877e-310, -0.638999, 0.486483, 6.25709, 0.8252, 0, 0
0.187512, 0.486449, 6.25719, 0.0354558, 6.94877e-310, -0.637688, 0.486449, 6.25719, 0.8252, 0, 0
0.188823, 0.486415, 6.25728, 0.0354573, 6.94877e-310, -0.636377, 0.486415, 6.25728, 0.8252, 0, 0
0.190135, 0.486381, 6.25737, 0.0354588, -0.0520711, -0.650065, 0.486381, 6.25737, 0.8402, 0, 0
0.192135, 0.486341, 6.25747, 0.0354611, 6.94877e-310, -0.648065, 0.486341, 6.25747, 0.8402, 0, 0
0.194045, 0.486299, 6.25642, 0.0354633, 6.94877e-310, -0.646155, 0.486299, 6.25642, 0.8402, 0, 0
