pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref
3.74408, 0.389577, 6.25742, 0.0422777, 6.94877e-310, -0.710521, 0.3899, 6.26461, 4.4546, -0.00032332, -0.00718493
3.74725, 0.389507, 6.25655, 0.0422869, 6.94877e-310, -0.707345, 0.38983, 6.26374, 4.4546, -0.00032332, -0.00718493
3.74884, 0.389453, 6.2567, 0.0422914, 6.94877e-310, -0.705758, 0.389777, 6.26388, 4.4546, -0.00032332, -0.00718493
3.75043, 0.389411, 6.25681, 0.042296, 6.94877e-310, -0.704172, 0.389734, 6.264, 4.4546, -0.00032332, -0.00718493
3.75201, 0.389369, 6.25692, 0.0423006, 6.94877e-310, -0.702586, 0.389693, 6.26411, 4.4546, -0.00032332, -0.00718493
3.75439, 0.389307, 6.25709, 0.0423074, 6.94877e-310, -0.700207, 0.38963, 6.26428, 4.4546, -0.00032332, -0.00718493
3.7576, 0.389223, 6.25732, 0.0423167, -0.049301, -0.711995, 0.389666, 6.26619, 4.4696, -0.000443511, -0.00887028
3.75915, 0.389223, 6.25724, 0.0423212, 6.94877e-310, -0.710448, 0.389667, 6.26611, 4.4696, -0.000443511, -0.00887028
3.76079, 0.38917, 6.25645, 0.0423259, 6.94877e-310, -0.708814, 0.389613, 6.26532, 4.4696, -0.000443511, -0.00887028
3.76233, 0.3891, 6.25663, 0.0423304, 6.94877e-310, -0.707266, 0.389543, 6.2655, 4.4696, -0.000443511, -0.00887028
3.76472, 0.389036, 6.2568, 0.0423373, 6.94877e-310, -0.704885, 0.389479, 6.26567, 4.4696, -0.000443511, -0.00887028
3.76714, 0.388973, 6.25697, 0.0423443, 6.94877e-310, -0.702463, 0.389416, 6.26584, 4.4696, -0.000443511, -0.00887028
3.76948, 0.388911, 6.25714, 0.0423511, 6.94877e-310, -0.700122, 0.389354, 6.26601, 4.4696, -0.000443511, -0.00887028
3.77111, 0.388869, 6.25725, 0.0423558, -0.0491572, -0.713494, 0.38946, 6.26799, 4.4846, -0.000590312, -0.010733
3.77265, 0.388833, 6.25735, 0.0423603, 6.94877e-310, -0.711945, 0.389423, 6.26808, 4.4846, -0.000590312, -0.010733
3.77425, 0.388822, 6.2566, 0.0423649, 6.94877e-310, -0.710351, 0.389412, 6.26733, 4.4846, -0.000590312, -0.010733
3.77584, 0.388748, 6.25655, 0.0423695, 6.94877e-310, -0.70876, 0.389338, 6.26728, 4.4846, -0.000590312, -0.010733
3.77822, 0.388681, 6.25673, 0.0423764, 6.94877e-310, -0.706376, 0.389271, 6.26746, 4.4846, -0.000590312, -0.010733
3.7814, 0.388597, 6.25696, 0.0423856, 6.94877e-310, -0.703198, 0.389188, 6.26769, 4.4846, -0.000590312, -0.010733
3.7822, 0.388576, 6.25701, 0.0423879, 6.94877e-310, -0.702403, 0.389167, 6.26774, 4.4846, -0.000590312, -0.010733
3.78458, 0.388514, 6.25718, 0.0423949, 6.94877e-310, -0.700019, 0.389105, 6.26791, 4.4846, -0.000590312, -0.010733
3.78693, 0.388454, 6.25734, 0.0424017, -0.0492905, -0.712673, 0.389221, 6.27012, 4.4996, -0.000766383, -0.0127732
3.78776, 0.388432, 6.2574, 0.0424041, 6.94877e-310, -0.711839, 0.389198, 6.27017, 4.4996, -0.000766383, -0.0127732
3.78935, 0.38843, 6.25711, 0.0424088, 6.94877e-310, -0.710247, 0.389196, 6.26988, 4.4996, -0.000766383, -0.0127732
3.7933, 0.388287, 6.25674, 0.0424202, 6.94877e-310, -0.706304, 0.389053, 6.26951, 4.4996, -0.000766383, -0.0127732
3.79493, 0.388244, 6.25685, 0.0424249, 6.94877e-310, -0.704673, 0.389011, 6.26963, 4.4996, -0.000766383, -0.0127732
3.79652, 0.388203, 6.25697, 0.0424296, 6.94877e-310, -0.703082, 0.388969, 6.26974, 4.4996, -0.000766383, -0.0127732
3.79815, 0.388159, 6.25708, 0.0424343, 6.94877e-310, -0.701451, 0.388925, 6.26986, 4.4996, -0.000766383, -0.0127732
3.7997, 0.38812, 6.25719, 0.0424388, 6.94877e-310, -0.6999, 0.388886, 6.26996, 4.4996, -0.000766383, -0.0127732
3.80209, 0.388058, 6.25736, 0.0424458, -0.049345, -0.712512, 0.389032, 6.27235, 4.5146, -0.000974384, -0.0149908
3.80527, 0.388014, 6.25719, 0.0424551, 6.94877e-310, -0.709326, 0.388988, 6.27218, 4.5146, -0.000974384, -0.0149908
3.80687, 0.387946, 6.25659, 0.0424598, 6.94877e-310, -0.707731, 0.38892, 6.27158, 4.5146, -0.000974384, -0.0149908
3.80846, 0.387892, 6.25673, 0.0424644, 6.94877e-310, -0.706137, 0.388866, 6.27172, 4.5146, -0.000974384, -0.0149908
3.81006, 0.387849, 6.25684, 0.0424691, 6.94877e-310, -0.704544, 0.388824, 6.27184, 4.5146, -0.000974384, -0.0149908
3.81244, 0.387787, 6.25701, 0.042476, 6.94877e-310, -0.702155, 0.388761, 6.272, 4.5146, -0.000974384, -0.0149908
3.81479, 0.387724, 6.25718, 0.0424829, 6.94877e-310, -0.699805, 0.388699, 6.27217, 4.5146, -0.000974384, -0.0149908
3.81722, 0.387662, 6.25735, 0.04249, -0.0493972, -0.712376, 0.388879, 6.27473, 4.5296, -0.00121698, -0.0173857
3.81878, 0.387661, 6.25729, 0.0424946, 6.94877e-310, -0.710822, 0.388878, 6.27468, 4.5296, -0.00121698, -0.0173857
3.82042, 0.387614, 6.25647, 0.0424994, 6.94877e-310, -0.709181, 0.388831, 6.27385, 4.5296, -0.00121698, -0.0173857
3.82201, 0.387538, 6.25661, 0.042504, 6.94877e-310, -0.707587, 0.388755, 6.27399, 4.5296, -0.00121698, -0.0173857
3.82361, 0.387495, 6.25672, 0.0425087, 6.94877e-310, -0.705993, 0.388712, 6.27411, 4.5296, -0.00121698, -0.0173857
3.826, 0.387432, 6.25689, 0.0425157, 6.94877e-310, -0.703602, 0.388649, 6.27428, 4.5296, -0.00121698, -0.0173857
3.82919, 0.387348, 6.25712, 0.042525, 6.94877e-310, -0.700412, 0.388565, 6.2745, 4.5296, -0.00121698, -0.0173857
3.83078, 0.387307, 6.25723, 0.0425297, -0.0492632, -0.713817, 0.388803, 6.27719, 4.5446, -0.00149682, -0.0199581
3.83242, 0.387274, 6.25731, 0.0425345, 6.94877e-310, -0.712183, 0.388771, 6.27727, 4.5446, -0.00149682, -0.0199581
3.83394, 0.387259, 6.25658, 0.042539, 6.94877e-310, -0.710661, 0.388755, 6.27653, 4.5446, -0.00149682, -0.0199581
3.83558, 0.387183, 6.25645, 0.0425438, 6.94877e-310, -0.709025, 0.38868, 6.27641, 4.5446, -0.00149682, -0.0199581
3.83793, 0.387117, 6.25663, 0.0425507, 6.94877e-310, -0.706671, 0.388614, 6.27659, 4.5446, -0.00149682, -0.0199581
3.8412, 0.387031, 6.25686, 0.0425603, 6.94877e-310, -0.703399, 0.388527, 6.27682, 4.5446, -0.00149682, -0.0199581
3.8428, 0.386989, 6.25697, 0.042565, 6.94877e-310, -0.701803, 0.388485, 6.27693, 4.5446, -0.00149682, -0.0199581
3.84431, 0.386949, 6.25708, 0.0425694, 6.94877e-310, -0.700286, 0.388446, 6.27704, 4.5446, -0.00149682, -0.0199581
3.84595, 0.386907, 6.2572, 0.0425742, -0.0493216, -0.713639, 0.388724, 6.2799, 4.55959, -0.00181657, -0.0227079
3.84755, 0.386866, 6.25731, 0.0425789, 6.94877e-310, -0.712042, 0.388682, 6.28002, 4.55959, -0.00181657, -0.0227079
3.84991, 0.386839, 6.25663, 0.0425859, 6.94877e-310, -0.709681, 0.388655, 6.27934, 4.55959, -0.00181657, -0.0227079
3.85315, 0.386718, 6.25663, 0.0425954, 6.94877e-310, -0.706444, 0.388535, 6.27934, 4.55959, -0.00181657, -0.0227079
3.85474, 0.386676, 6.25674, 0.0426001, 6.94877e-310, -0.704847, 0.388493, 6.27945, 4.55959, -0.00181657, -0.0227079
3.85634, 0.386634, 6.25686, 0.0426048, 6.94877e-310, -0.703249, 0.38845, 6.27957, 4.55959, -0.00181657, -0.0227079
3.85794, 0.386592, 6.25697, 0.0426095, 6.94877e-310, -0.701651, 0.388408, 6.27968, 4.55959, -0.00181657, -0.0227079
3.86034, 0.386529, 6.25714, 0.0426166, -0.0492939, -0.714253, 0.388708, 6.28278, 4.57459, -0.00217888, -0.0256351
3.8627, 0.386507, 6.25714, 0.0426236, 6.94877e-310, -0.711895, 0.388685, 6.28278, 4.57459, -0.00217888, -0.0256351
3.8635, 0.386482, 6.25676, 0.042626, 6.94877e-310, -0.711092, 0.388661, 6.2824, 4.57459, -0.00217888, -0.0256351
3.86674, 0.386361, 6.25652, 0.0426355, 6.94877e-310, -0.707851, 0.38854, 6.28216, 4.57459, -0.00217888, -0.0256351
3.86838, 0.386316, 6.25664, 0.0426403, 6.94877e-310, -0.706212, 0.388495, 6.28228, 4.57459, -0.00217888, -0.0256351
3.87078, 0.386252, 6.25681, 0.0426474, 6.94877e-310, -0.703812, 0.388431, 6.28245, 4.57459, -0.00217888, -0.0256351
3.87314, 0.386191, 6.25698, 0.0426544, 6.94877e-310, -0.701452, 0.38837, 6.28261, 4.57459, -0.00217888, -0.0256351
3.87394, 0.38617, 6.25703, 0.0426568, 6.94877e-310, -0.700652, 0.388349, 6.28267, 4.57459, -0.00217888, -0.0256351
3.87554, 0.386129, 6.25715, 0.0426615, -0.049366, -0.714042, 0.388715, 6.28589, 4.58958, -0.00258642, -0.0287397
3.87714, 0.386087, 6.25726, 0.0426662, 6.94877e-310, -0.712442, 0.388673, 6.286, 4.58958, -0.00258642, -0.0287397
3.88035, 0.386038, 6.25638, 0.0426758, 6.94877e-310, -0.709233, 0.388625, 6.28512, 4.58958, -0.00258642, -0.0287397
3.88195, 0.385962, 6.25652, 0.0426805, 6.94877e-310, -0.707633, 0.388548, 6.28526, 4.58958, -0.00258642, -0.0287397
3.88435, 0.385897, 6.25669, 0.0426876, 6.94877e-310, -0.705231, 0.388483, 6.28543, 4.58958, -0.00258642, -0.0287397
3.88679, 0.385831, 6.25687, 0.0426948, 6.94877e-310, -0.702789, 0.388418, 6.28561, 4.58958, -0.00258642, -0.0287397
3.88835, 0.385791, 6.25698, 0.0426995, 6.94877e-310, -0.701227, 0.388378, 6.28572, 4.58958, -0.00258642, -0.0287397
3.89072, 0.385729, 6.25715, 0.0427065, -0.0494395, -0.713864, 0.38877, 6.28917, 4.60458, -0.00304184, -0.0320217
3.89316, 0.385704, 6.25693, 0.0427138, 6.94877e-310, -0.711418, 0.388746, 6.28895, 4.60458, -0.00304184, -0.0320217
3.89397, 0.385679, 6.2565, 0.0427162, 6.94877e-310, -0.710613, 0.388721, 6.28852, 4.60458, -0.00304184, -0.0320217
3.89557, 0.385604, 6.2564, 0.0427209, 6.94877e-310, -0.70901, 0.388646, 6.28842, 4.60458, -0.00304184, -0.0320217
3.89878, 0.385516, 6.25664, 0.0427304, 6.94877e-310, -0.705804, 0.388558, 6.28866, 4.60458, -0.00304184, -0.0320217
3.90042, 0.385472, 6.25676, 0.0427353, 6.94877e-310, -0.704161, 0.388514, 6.28878, 4.60458, -0.00304184, -0.0320217
3.90198, 0.385432, 6.25687, 0.0427399, 6.94877e-310, -0.702598, 0.388473, 6.28889, 4.60458, -0.00304184, -0.0320217
3.90439, 0.385368, 6.25704, 0.0427471, 6.94877e-310, -0.700192, 0.38841, 6.28906, 4.60458, -0.00304184, -0.0320217
3.90675, 0.385306, 6.2572, 0.0427541, -0.0496186, -0.712817, 0.388854, 6.29268, 4.61957, -0.00354779, -0.0354811
3.9076, 0.385285, 6.25726, 0.0427566, 6.94877e-310, -0.711975, 0.388833, 6.29274, 4.61957, -0.00354779, -0.0354811
3.91081, 0.385212, 6.25637, 0.0427662, 6.94877e-310, -0.708759, 0.388759, 6.29185, 4.61957, -0.00354779, -0.0354811
3.91241, 0.385157, 6.25652, 0.042771, 6.94877e-310, -0.707155, 0.388705, 6.292, 4.61957, -0.00354779, -0.0354811
3.91402, 0.385114, 6.25663, 0.0427758, 6.94877e-310, -0.70555, 0.388662, 6.29211, 4.61957, -0.00354779, -0.0354811
3.91566, 0.385071, 6.25675, 0.0427807, 6.94877e-310, -0.703905, 0.388619, 6.29223, 4.61957, -0.00354779, -0.0354811
3.91803, 0.385008, 6.25692, 0.0427877, 6.94877e-310, -0.701538, 0.388556, 6.2924, 4.61957, -0.00354779, -0.0354811
3.92124, 0.384924, 6.25714, 0.0427973, -0.0496162, -0.713317, 0.389031, 6.29626, 4.63456, -0.00410693, -0.0391179
3.92285, 0.384923, 6.25706, 0.0428022, 6.94877e-310, -0.711711, 0.38903, 6.29617, 4.63456, -0.00410693, -0.0391179
3.92446, 0.384875, 6.25623, 0.042807, 6.94877e-310, -0.710098, 0.388982, 6.29535, 4.63456, -0.00410693, -0.0391179
3.92687, 0.384776, 6.25646, 0.0428141, 6.94877e-310, -0.707687, 0.388883, 6.29558, 4.63456, -0.00410693, -0.0391179
3.92928, 0.384712, 6.25664, 0.0428213, 6.94877e-310, -0.705277, 0.388819, 6.29575, 4.63456, -0.00410693, -0.0391179
3.93005, 0.384691, 6.25669, 0.0428236, 6.94877e-310, -0.704514, 0.388798, 6.29581, 4.63456, -0.00410693, -0.0391179
3.93169, 0.384648, 6.25681, 0.0428285, 6.94877e-310, -0.702867, 0.388755, 6.29593, 4.63456, -0.00410693, -0.0391179
3.93334, 0.384604, 6.25693, 0.0428335, 6.94877e-310, -0.70122, 0.388711, 6.29604, 4.63456, -0.00410693, -0.0391179
3.93651, 0.384522, 6.25715, 0.042843, -0.0497127, -0.713025, 0.389244, 6.30008, 4.64954, -0.00472191, -0.0429321
3.93897, 0.384498, 6.25712, 0.0428504, 6.94877e-310, -0.710573, 0.38922, 6.30005, 4.64954, -0.00472191, -0.0429321
3.94135, 0.384401, 6.25643, 0.0428574, 6.94877e-310, -0.708194, 0.389123, 6.29937, 4.64954, -0.00472191, -0.0429321
3.94215, 0.384374, 6.25651, 0.0428599, 6.94877e-310, -0.707389, 0.389096, 6.29944, 4.64954, -0.00472191, -0.0429321
3.9438, 0.38433, 6.25663, 0.0428648, 6.94877e-310, -0.70574, 0.389052, 6.29956, 4.64954, -0.00472191, -0.0429321
3.94537, 0.384287, 6.25674, 0.0428695, 6.94877e-310, -0.704172, 0.389009, 6.29967, 4.64954, -0.00472191, -0.0429321
3.94858, 0.384202, 6.25697, 0.0428791, 6.94877e-310, -0.700955, 0.388924, 6.2999, 4.64954, -0.00472191, -0.0429321
3.95096, 0.384141, 6.25713, 0.0428863, -0.0497186, -0.713572, 0.389537, 6.30406, 4.66453, -0.00539539, -0.0469238
3.95341, 0.384116, 6.25692, 0.0428937, 6.94877e-310, -0.711116, 0.389511, 6.30384, 4.66453, -0.00539539, -0.0469238
3.95422, 0.38409, 6.25648, 0.0428961, 6.94877e-310, -0.710306, 0.389486, 6.30341, 4.66453, -0.00539539, -0.0469238
3.95583, 0.384015, 6.25644, 0.0429009, 6.94877e-310, -0.708695, 0.389411, 6.30336, 4.66453, -0.00539539, -0.0469238
3.9591, 0.383926, 6.25668, 0.0429107, 6.94877e-310, -0.705434, 0.389322, 6.3036, 4.66453, -0.00539539, -0.0469238
3.96067, 0.383884, 6.25679, 0.0429154, 6.94877e-310, -0.703864, 0.389279, 6.30371, 4.66453, -0.00539539, -0.0469238
3.96308, 0.38382, 6.25696, 0.0429227, 6.94877e-310, -0.701449, 0.389216, 6.30388, 4.66453, -0.00539539, -0.0469238
3.96554, 0.383757, 6.25713, 0.0429301, 6.94877e-310, -0.698992, 0.389152, 6.30406, 4.66453, -0.00539539, -0.0469238
3.9663, 0.383736, 6.25719, 0.0429324, -0.0498368, -0.713207, 0.389866, 6.30828, 4.67951, -0.00612999, -0.0510928
3.96791, 0.383694, 6.2573, 0.0429373, 6.94877e-310, -0.711596, 0.389824, 6.30839, 4.67951, -0.00612999, -0.0510928
3.97114, 0.383622, 6.2564, 0.042947, 6.94877e-310, -0.708367, 0.389752, 6.30749, 4.67951, -0.00612999, -0.0510928
3.97272, 0.383568, 6.25654, 0.0429517, 6.94877e-310, -0.706795, 0.389698, 6.30763, 4.67951, -0.00612999, -0.0510928
3.97517, 0.383503, 6.25672, 0.0429591, 6.94877e-310, -0.704336, 0.389633, 6.30781, 4.67951, -0.00612999, -0.0510928
3.97759, 0.38344, 6.25689, 0.0429664, 6.94877e-310, -0.701918, 0.38957, 6.30798, 4.67951, -0.00612999, -0.0510928
3.97844, 0.383416, 6.25695, 0.042969, 6.94877e-310, -0.701072, 0.389546, 6.30804, 4.67951, -0.00612999, -0.0510928
3.97997, 0.383376, 6.25706, 0.0429736, 6.94877e-310, -0.69954, 0.389506, 6.30815, 4.67951, -0.00612999, -0.0510928
3.98162, 0.383334, 6.25717, 0.0429786, -0.049952, -0.712866, 0.390262, 6.31261, 4.69449, -0.00692838, -0.0554392
3.98562, 0.383268, 6.25708, 0.0429907, 6.94877e-310, -0.708871, 0.390197, 6.31252, 4.69449, -0.00692838, -0.0554392
3.98728, 0.383199, 6.25643, 0.0429957, 6.94877e-310, -0.707214, 0.390127, 6.31187, 4.69449, -0.00692838, -0.0554392
3.98889, 0.383144, 6.25658, 0.0430006, 6.94877e-310, -0.705599, 0.390073, 6.31202, 4.69449, -0.00692838, -0.0554392
3.9897, 0.383123, 6.25664, 0.043003, 6.94877e-310, -0.704792, 0.390051, 6.31208, 4.69449, -0.00692838, -0.0554392
3.99212, 0.383058, 6.25681, 0.0430103, 6.94877e-310, -0.702371, 0.389987, 6.31225, 4.69449, -0.00692838, -0.0554392
3.99531, 0.382974, 6.25704, 0.04302, 6.94877e-310, -0.699183, 0.389902, 6.31247, 4.69449, -0.00692838, -0.0554392
3.997, 0.382929, 6.25715, 0.0430251, -0.0500782, -0.712458, 0.390723, 6.31712, 4.70946, -0.0077932, -0.0599631
3.99854, 0.38289, 6.25726, 0.0430298, 6.94877e-310, -0.710924, 0.390683, 6.31723, 4.70946, -0.0077932, -0.0599631
4.00016, 0.382883, 6.25675, 0.0430347, 6.94877e-310, -0.709304, 0.390676, 6.31672, 4.70946, -0.0077932, -0.0599631
4.00266, 0.382783, 6.25649, 0.0430423, 6.94877e-310, -0.706796, 0.390576, 6.31646, 4.70946, -0.0077932, -0.0599631
4.00585, 0.382696, 6.25673, 0.0430519, 6.94877e-310, -0.703606, 0.390489, 6.31669, 4.70946, -0.0077932, -0.0599631
4.00747, 0.382653, 6.25684, 0.0430568, 6.94877e-310, -0.70199, 0.390446, 6.3168, 4.70946, -0.0077932, -0.0599631
4.00909, 0.382611, 6.25695, 0.0430618, 6.94877e-310, -0.700374, 0.390404, 6.31692, 4.70946, -0.0077932, -0.0599631
4.0107, 0.382568, 6.25707, 0.0430667, 6.94877e-310, -0.698757, 0.390361, 6.31703, 4.70946, -0.0077932, -0.0599631
4.01313, 0.382505, 6.25724, 0.043074, -0.0503064, -0.711303, 0.391232, 6.3219, 4.72443, -0.00872708, -0.0646643
4.01555, 0.382485, 6.2572, 0.0430814, 6.94877e-310, -0.708877, 0.391212, 6.32187, 4.72443, -0.00872708, -0.0646643
4.01637, 0.382457, 6.25678, 0.0430839, 6.94877e-310, -0.708065, 0.391184, 6.32145, 4.72443, -0.00872708, -0.0646643
4.01964, 0.382334, 6.25658, 0.0430938, 6.94877e-310, -0.704785, 0.391061, 6.32124, 4.72443, -0.00872708, -0.0646643
4.02118, 0.382293, 6.25669, 0.0430985, 6.94877e-310, -0.703249, 0.39102, 6.32135, 4.72443, -0.00872708, -0.0646643
4.02288, 0.382248, 6.25681, 0.0431037, 6.94877e-310, -0.70155, 0.390975, 6.32147, 4.72443, -0.00872708, -0.0646643
4.02523, 0.382186, 6.25697, 0.0431108, 6.94877e-310, -0.699204, 0.390913, 6.32164, 4.72443, -0.00872708, -0.0646643
4.02769, 0.382123, 6.25715, 0.0431183, -0.0503441, -0.711706, 0.391855, 6.32669, 4.7394, -0.00973265, -0.069543
4.03012, 0.382095, 6.25691, 0.0431258, 6.94877e-310, -0.709276, 0.391828, 6.32645, 4.7394, -0.00973265, -0.069543
4.03175, 0.382027, 6.25629, 0.0431307, 6.94877e-310, -0.707651, 0.39176, 6.32584, 4.7394, -0.00973265, -0.069543
4.03337, 0.381973, 6.25644, 0.0431356, 6.94877e-310, -0.706033, 0.391705, 6.32598, 4.7394, -0.00973265, -0.069543
4.0358, 0.381907, 6.25662, 0.043143, 6.94877e-310, -0.703604, 0.39164, 6.32616, 4.7394, -0.00973265, -0.069543
4.03827, 0.381843, 6.25679, 0.0431506, 6.94877e-310, -0.701134, 0.391576, 6.32633, 4.7394, -0.00973265, -0.069543
4.03908, 0.381822, 6.25685, 0.0431531, 6.94877e-310, -0.700324, 0.391554, 6.32639, 4.7394, -0.00973265, -0.069543
4.04066, 0.381779, 6.25696, 0.0431579, 6.94877e-310, -0.698745, 0.391512, 6.3265, 4.7394, -0.00973265, -0.069543
4.04228, 0.381737, 6.25708, 0.0431628, -0.0503906, -0.712085, 0.392549, 6.33167, 4.75436, -0.0108126, -0.074599
4.04556, 0.381656, 6.25729, 0.0431729, 6.94877e-310, -0.708804, 0.392469, 6.33189, 4.75436, -0.0108126, -0.074599
4.04795, 0.381601, 6.2563, 0.0431802, 6.94877e-310, -0.706407, 0.392413, 6.3309, 4.75436, -0.0108126, -0.074599
4.05039, 0.381524, 6.2565, 0.0431876, 6.94877e-310, -0.703974, 0.392337, 6.3311, 4.75436, -0.0108126, -0.074599
4.05124, 0.381501, 6.25656, 0.0431902, 6.94877e-310, -0.703123, 0.392313, 6.33116, 4.75436, -0.0108126, -0.074599
4.05282, 0.381459, 6.25668, 0.0431951, 6.94877e-310, -0.701542, 0.392272, 6.33128, 4.75436, -0.0108126, -0.074599
4.05606, 0.381374, 6.25691, 0.043205, 6.94877e-310, -0.698299, 0.392186, 6.33151, 4.75436, -0.0108126, -0.074599
4.05768, 0.381331, 6.25702, 0.04321, -0.0505408, -0.711637, 0.393301, 6.33685, 4.76932, -0.0119694, -0.0798325
4.06012, 0.381309, 6.25701, 0.0432175, 6.94877e-310, -0.709203, 0.393279, 6.33684, 4.76932, -0.0119694, -0.0798325
4.06256, 0.38121, 6.25624, 0.0432249, 6.94877e-310, -0.706761, 0.39318, 6.33607, 4.76932, -0.0119694, -0.0798325
4.06337, 0.381182, 6.25631, 0.0432274, 6.94877e-310, -0.705949, 0.393152, 6.33614, 4.76932, -0.0119694, -0.0798325
4.06499, 0.381137, 6.25643, 0.0432324, 6.94877e-310, -0.704326, 0.393107, 6.33627, 4.76932, -0.0119694, -0.0798325
4.06662, 0.381094, 6.25655, 0.0432373, 6.94877e-310, -0.702703, 0.393063, 6.33638, 4.76932, -0.0119694, -0.0798325
4.06986, 0.381008, 6.25678, 0.0432473, 6.94877e-310, -0.699456, 0.392977, 6.33661, 4.76932, -0.0119694, -0.0798325
4.0723, 0.380944, 6.25695, 0.0432548, 6.94877e-310, -0.697021, 0.392913, 6.33679, 4.76932, -0.0119694, -0.0798325
4.07474, 0.38088, 6.25713, 0.0432623, -0.0509025, -0.709535, 0.394086, 6.34237, 4.78427, -0.0132059, -0.0852434
4.07555, 0.380859, 6.25718, 0.0432648, 6.94877e-310, -0.708722, 0.394065, 6.34243, 4.78427, -0.0132059, -0.0852434
4.07722, 0.380849, 6.2566, 0.0432699, 6.94877e-310, -0.707052, 0.394055, 6.34185, 4.78427, -0.0132059, -0.0852434
4.07876, 0.380779, 6.25624, 0.0432747, 6.94877e-310, -0.705507, 0.393984, 6.34148, 4.78427, -0.0132059, -0.0852434
4.08043, 0.380729, 6.25637, 0.0432798, 6.94877e-310, -0.703841, 0.393935, 6.34161, 4.78427, -0.0132059, -0.0852434
4.08449, 0.380621, 6.25666, 0.0432923, 6.94877e-310, -0.699779, 0.393827, 6.34191, 4.78427, -0.0132059, -0.0852434
4.08616, 0.380576, 6.25678, 0.0432974, 6.94877e-310, -0.698113, 0.393782, 6.34203, 4.78427, -0.0132059, -0.0852434
4.08774, 0.380535, 6.25689, 0.0433023, 6.94877e-310, -0.696528, 0.393741, 6.34214, 4.78427, -0.0132059, -0.0852434
4.08937, 0.380492, 6.25701, 0.0433073, -0.0509699, -0.709842, 0.395017, 6.34784, 4.79921, -0.0145245, -0.0908317
4.09099, 0.38045, 6.25712, 0.0433123, 6.94877e-310, -0.708216, 0.394974, 6.34796, 4.79921, -0.0145245, -0.0908317
4.09262, 0.380447, 6.25705, 0.0433174, 6.94877e-310, -0.706589, 0.394971, 6.34788, 4.79921, -0.0145245, -0.0908317
4.0967, 0.380298, 6.25642, 0.0433299, 6.94877e-310, -0.702515, 0.394823, 6.34726, 4.79921, -0.0145245, -0.0908317
4.09832, 0.380254, 6.25654, 0.0433349, 6.94877e-310, -0.700888, 0.394779, 6.34737, 4.79921, -0.0145245, -0.0908317
4.09999, 0.380211, 6.25666, 0.0433401, 6.94877e-310, -0.69922, 0.394736, 6.34749, 4.79921, -0.0145245, -0.0908317
4.10158, 0.380168, 6.25677, 0.043345, 6.94877e-310, -0.697634, 0.394693, 6.34761, 4.79921, -0.0145245, -0.0908317
4.1032, 0.380125, 6.25689, 0.04335, 6.94877e-310, -0.696006, 0.39465, 6.34772, 4.79921, -0.0145245, -0.0908317
4.10569, 0.380061, 6.25706, 0.0433577, -0.0512575, -0.708453, 0.395989, 6.35366, 4.81414, -0.0159279, -0.0965973
4.10894, 0.380016, 6.25706, 0.0433678, 6.94877e-310, -0.705196, 0.395943, 6.35366, 4.81414, -0.0159279, -0.0965973
4.11054, 0.379965, 6.2562, 0.0433727, 6.94877e-310, -0.703601, 0.395893, 6.35279, 4.81414, -0.0159279, -0.0965973
4.11221, 0.37989, 6.25634, 0.0433778, 6.94877e-310, -0.701932, 0.395818, 6.35294, 4.81414, -0.0159279, -0.0965973
4.1138, 0.379846, 6.25646, 0.0433827, 6.94877e-310, -0.700344, 0.395774, 6.35306, 4.81414, -0.0159279, -0.0965973
4.11547, 0.379802, 6.25658, 0.0433879, 6.94877e-310, -0.698674, 0.39573, 6.35318, 4.81414, -0.0159279, -0.0965973
4.11787, 0.379738, 6.25675, 0.0433954, 6.94877e-310, -0.696271, 0.395665, 6.35335, 4.81414, -0.0159279, -0.0965973
4.12113, 0.379652, 6.25699, 0.0434054, -0.0514376, -0.707942, 0.397071, 6.35953, 4.82907, -0.0174188, -0.10254
4.12276, 0.379614, 6.25709, 0.0434105, 6.94877e-310, -0.706312, 0.397033, 6.35963, 4.82907, -0.0174188, -0.10254
4.12439, 0.379601, 6.25624, 0.0434156, 6.94877e-310, -0.704676, 0.39702, 6.35878, 4.82907, -0.0174188, -0.10254
4.12607, 0.379524, 6.25615, 0.0434208, 6.94877e-310, -0.703002, 0.396943, 6.35869, 4.82907, -0.0174188, -0.10254
4.12766, 0.379479, 6.25627, 0.0434257, 6.94877e-310, -0.701411, 0.396898, 6.35881, 4.82907, -0.0174188, -0.10254
4.1301, 0.379413, 6.25645, 0.0434333, 6.94877e-310, -0.698965, 0.396832, 6.35899, 4.82907, -0.0174188, -0.10254
4.13333, 0.379326, 6.25668, 0.0434433, 6.94877e-310, -0.695744, 0.396745, 6.35922, 4.82907, -0.0174188, -0.10254
4.13418, 0.379305, 6.25674, 0.043446, 6.94877e-310, -0.694887, 0.396723, 6.35928, 4.82907, -0.0174188, -0.10254
4.13663, 0.37924, 6.25691, 0.0434536, -0.0516319, -0.70735, 0.39824, 6.36557, 4.84398, -0.0189996, -0.108661
4.13986, 0.379193, 6.25672, 0.0434636, 6.94877e-310, -0.704125, 0.398192, 6.36538, 4.84398, -0.0189996, -0.108661
