pose_x_rot [m], pose_y_rot [m], pose_theta_rot [rad], pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
1.04509, 0.000224892, -0.000343625, 1.04453, 0.000224679, -0.000343625, 0.298489, 0.000426015, -0.00151097, 0.000426015, 0.000794714, 0.000224493, -0.000343421, 1.04429, 6.11491e-07, -2.0377e-07, 0.3, 0, -0.00151097, 0.000426015, -0.00136714, 0.000427146, -0.00123698, 0.000427368, -0.00111919, 0.000426735, -0.00101259, 0.0004253, -0.000916112, 0.00042311, -0.000828799, 0.000420209, -0.000749774, 0.000416637, -0.000678246, 0.00041243, -0.000613502, 0.000407621, -0.000554892, 0.000402239, -0.000501831, 0.00039631, -0.000453789, 0.000389857, -0.000410284, 0.000382899, -0.000370882, 0.000375454, -0.000335189, 0.000367534, -0.000302848, 0.00035915, -0.000273535, 0.000350312, -0.000246958, 0.000341023, -0.00022285, 0.000331286, -0.000200971, 0.000321102, -0.000181102, 0.000310468, -0.000163043, 0.000299377, -0.000146615, 0.000287824, -0.000131653, 0.000275796, -0.000118008, 0.000263281, -0.000105543, 0.000250264, -9.41327e-05, 0.000236725, -8.36642e-05, 0.000222644, -7.40323e-05, 0.000207998, -6.51407e-05, 0.00019276, -5.69006e-05, 0.000176901, -4.92294e-05, 0.00016039, -4.20506e-05, 0.000143191, -3.52922e-05, 0.000125267, -2.88868e-05, 0.000106577, -2.27702e-05, 8.70782e-05, -1.68814e-05, 6.67229e-05, -1.11613e-05, 4.54611e-05, -5.5529e-06, 2.32399e-05
1.06311, 0.000229249, -0.000353638, 1.06253, 0.000229032, -0.000353638, 0.292743, 0.000446916, -0.00725731, 0.000446916, 0.00381706, 0.000228853, -0.000353435, 1.05929, 6.11489e-07, -2.0377e-07, 0.3, 0, -0.00725731, 0.000446916, -0.00656647, 0.000447274, -0.00594129, 0.000446746, -0.00537553, 0.000445388, -0.00486352, 0.000443251, -0.00440015, 0.00044038, -0.00398078, 0.00043682, -0.00360122, 0.000432608, -0.00325766, 0.00042778, -0.00294669, 0.000422368, -0.00266518, 0.0004164, -0.00241033, 0.000409901, -0.00217958, 0.000402893, -0.00197062, 0.000395395, -0.00178137, 0.000387422, -0.00160994, 0.000378988, -0.0014546, 0.000370101, -0.00131381, 0.00036077, -0.00118616, 0.000350999, -0.00107037, 0.000340788, -0.000965278, 0.000330139, -0.000869844, 0.000319046, -0.000783108, 0.000307504, -0.000704203, 0.000295503, -0.00063234, 0.000283034, -0.0005668, 0.00027008, -0.000506928, 0.000256627, -0.000452126, 0.000242655, -0.000401845, 0.000228141, -0.000355582, 0.000213062, -0.000312875, 0.00019739, -0.000273297, 0.000181095, -0.000236452, 0.000164144, -0.000201972, 0.000146501, -0.000169511, 0.000128129, -0.000138745, 0.000108985, -0.000109367, 8.90238e-05, -8.10824e-05, 6.81979e-05, -5.36087e-05, 4.64558e-05, -2.6671e-05, 2.37434e-05
1.0808, 0.000227145, -0.000349347, 1.08022, 0.000226924, -0.000349347, 0.287638, 0.000438858, -0.0123616, 0.000438858, 0.00650175, 0.000226752, -0.000349143, 1.07429, 6.11487e-07, -2.0377e-07, 0.3, 0, -0.0123616, 0.000438858, -0.0111849, 0.000439461, -0.01012, 0.000439175, -0.00915634, 0.000438053, -0.00828422, 0.000436146, -0.00749494, 0.000433502, -0.00678061, 0.000430163, -0.00613408, 0.000426169, -0.0055489, 0.000421554, -0.00501921, 0.000416351, -0.00453971, 0.000410589, -0.0041056, 0.000404292, -0.00371256, 0.000397483, -0.00335663, 0.000390181, -0.00303428, 0.000382401, -0.00274226, 0.000374157, -0.00247767, 0.000365459, -0.00223786, 0.000356314, -0.00202042, 0.000346727, -0.00182319, 0.000336699, -0.00164419, 0.000326231, -0.00148164, 0.000315319, -0.0013339, 0.000303957, -0.00119949, 0.000292137, -0.00107709, 0.000279847, -0.000965451, 0.000267073, -0.00086347, 0.000253801, -0.000770123, 0.00024001, -0.000684477, 0.00022568, -0.000605676, 0.000210785, -0.000532932, 0.0001953, -0.000465518, 0.000179195, -0.000402758, 0.000162437, -0.000344026, 0.000144991, -0.000288734, 0.000126819, -0.00023633, 0.000107879, -0.000186289, 8.8127e-05, -0.000138111, 6.75159e-05, -9.13136e-05, 4.59944e-05, -4.54297e-05, 2.35091e-05
1.09231, 0.000228038, -0.000349824, 1.09172, 0.000227815, -0.000349824, 0.294266, 0.000437182, -0.00573363, 0.000437182, 0.00301567, 0.000227649, -0.00034962, 1.08929, 6.11485e-07, -2.0377e-07, 0.3, 0, -0.00573363, 0.000437182, -0.00518784, 0.000438003, -0.00469392, 0.000437919, -0.00424694, 0.000436985, -0.00384242, 0.000435253, -0.00347634, 0.000432771, -0.00314501, 0.000429581, -0.00284514, 0.000425725, -0.00257372, 0.000421238, -0.00232803, 0.000416152, -0.00210563, 0.000410497, -0.00190428, 0.000404299, -0.00172197, 0.000397579, -0.00155689, 0.000390357, -0.00140737, 0.00038265, -0.00127193, 0.00037447, -0.00114921, 0.00036583, -0.00103797, 0.000356735, -0.000937122, 0.000347191, -0.000845642, 0.000337201, -0.000762618, 0.000326764, -0.00068722, 0.000315877, -0.000618694, 0.000304534, -0.000556355, 0.000292727, -0.00049958, 0.000280445, -0.0004478, 0.000267674, -0.000400498, 0.000254398, -0.000357202, 0.000240599, -0.000317477, 0.000226255, -0.000280928, 0.000211342, -0.000247187, 0.000195833, -0.000215918, 0.000179699, -0.000186809, 0.000162906, -0.000159568, 0.000145421, -0.000133922, 0.000127204, -0.000109616, 0.000108214, -8.64054e-05, 8.84066e-05, -6.40591e-05, 6.77343e-05, -4.23535e-05, 4.6146e-05, -2.10714e-05, 2.3588e-05
1.10407, 0.000230467, -0.000344578, 1.10349, 0.000230242, -0.000344578, 0.300425, 0.000407936, 0.000424526, 0.000407936, -0.000223284, 0.00023008, -0.000344375, 1.10429, 6.11483e-07, -2.0377e-07, 0.3, 0, 0.000424526, 0.000407936, 0.000384114, 0.000410904, 0.000347544, 0.000412843, 0.000314449, 0.000413814, 0.000284498, 0.000413875, 0.000257392, 0.00041308, 0.000232861, 0.000411477, 0.000210658, 0.000409111, 0.000190561, 0.000406025, 0.00017237, 0.000402253, 0.000155903, 0.000397831, 0.000140995, 0.000392788, 0.000127497, 0.000387149, 0.000115274, 0.000380939, 0.000104204, 0.000374177, 9.41753e-05, 0.00036688, 8.50887e-05, 0.000359061, 7.6853e-05, 0.00035073, 6.93858e-05, 0.000341896, 6.26124e-05, 0.000332564, 5.64652e-05, 0.000322734, 5.08826e-05, 0.000312407, 4.58089e-05, 0.000301579, 4.11932e-05, 0.000290242, 3.69895e-05, 0.000278388, 3.31557e-05, 0.000266006, 2.96534e-05, 0.00025308, 2.64477e-05, 0.000239592, 2.35064e-05, 0.000225523, 2.08002e-05, 0.00021085, 1.83021e-05, 0.000195547, 1.59869e-05, 0.000179584, 1.38316e-05, 0.000162931, 1.18146e-05, 0.000145552, 9.91576e-06, 0.00012741, 8.11608e-06, 0.000108463, 6.39756e-06, 8.86682e-05, 4.74302e-06, 6.79772e-05, 3.13591e-06, 4.6339e-05, 1.56015e-06, 2.37001e-05
1.1161, 0.000232015, -0.00034887, 1.11551, 0.000231787, -0.00034887, 0.306063, 0.00041813, 0.00606342, 0.00041813, -0.00318913, 0.000231631, -0.000348666, 1.11929, 6.11481e-07, -2.0377e-07, 0.3, 0, 0.00606342, 0.00041813, 0.00548623, 0.000420648, 0.0049639, 0.000422156, 0.00449121, 0.000422713, 0.00406343, 0.000422377, 0.00367629, 0.0004212, 0.00332591, 0.000419231, 0.00300879, 0.000416513, 0.00272175, 0.000413088, 0.00246194, 0.000408991, 0.00222674, 0.000404255, 0.00201381, 0.000398909, 0.00182102, 0.00039298, 0.00164644, 0.000386489, 0.00148832, 0.000379455, 0.00134509, 0.000371896, 0.00121531, 0.000363824, 0.00109768, 0.000355248, 0.000991024, 0.000346177, 0.000894281, 0.000336613, 0.000806482, 0.00032656, 0.000726747, 0.000316015, 0.00065428, 0.000304973, 0.000588355, 0.000293429, 0.000528314, 0.000281373, 0.000473557, 0.000268792, 0.000423534, 0.000255671, 0.000377747, 0.000241992, 0.000335738, 0.000227734, 0.000297086, 0.000212874, 0.000261405, 0.000197386, 0.000228338, 0.000181241, 0.000197554, 0.000164405, 0.000168746, 0.000146845, 0.000141625, 0.000128521, 0.000115921, 0.000109393, 9.13752e-05, 8.94155e-05, 6.77437e-05, 6.85407e-05, 4.47896e-05, 4.67171e-05, 2.22834e-05, 2.38905e-05
1.12813, 0.000233514, -0.000350777, 1.12753, 0.000233284, -0.000350777, 0.311716, 0.000419508, 0.0117158, 0.000419508, -0.00616204, 0.000233133, -0.000350574, 1.13429, 6.11479e-07, -2.0377e-07, 0.3, 0, 0.0117158, 0.000419508, 0.0106005, 0.000422127, 0.00959126, 0.000423724, 0.00867793, 0.00042436, 0.00785137, 0.000424092, 0.00710333, 0.000422975, 0.00642633, 0.000421057, 0.00581358, 0.000418382, 0.00525898, 0.000414991, 0.00475696, 0.000410921, 0.00430251, 0.000406205, 0.00389109, 0.000400873, 0.00351858, 0.00039495, 0.00318125, 0.00038846, 0.00287574, 0.000381422, 0.00259898, 0.000373851, 0.00234822, 0.000365763, 0.00212093, 0.000357165, 0.00191486, 0.000348067, 0.00172793, 0.000338472, 0.00155829, 0.000328381, 0.00140422, 0.000317794, 0.0012642, 0.000306706, 0.00113682, 0.000295111, 0.00102081, 0.000282999, 0.000915007, 0.000270356, 0.000818354, 0.000257169, 0.000729885, 0.00024342, 0.000648714, 0.000229087, 0.00057403, 0.000214146, 0.000505087, 0.000198572, 0.000441195, 0.000182336, 0.000381714, 0.000165404, 0.000326051, 0.000147741, 0.000273648, 0.000129309, 0.000223982, 0.000110067, 0.000176555, 8.99683e-05, 0.000130895, 6.89661e-05, 8.65426e-05, 4.70081e-05, 4.3056e-05, 2.40399e-05
1.14684, 0.0002342, -0.000352685, 1.14623, 0.000233966, -0.000352685, 0.304658, 0.000424034, 0.00465812, 0.000424034, -0.00244999, 0.000233823, -0.000352481, 1.14929, 6.11477e-07, -2.0377e-07, 0.3, 0, 0.00465812, 0.000424034, 0.0042147, 0.000426453, 0.00381343, 0.000427859, 0.0034503, 0.000428312, 0.00312166, 0.000427868, 0.00282425, 0.000426582, 0.00255507, 0.000424501, 0.00231145, 0.000421669, 0.00209094, 0.000418128, 0.00189134, 0.000413914, 0.00171066, 0.000409059, 0.00154708, 0.000403593, 0.00139897, 0.000397541, 0.00126485, 0.000390926, 0.00114338, 0.000383767, 0.00103334, 0.00037608, 0.000933639, 0.000367879, 0.000843272, 0.000359173, 0.000761338, 0.000349969, 0.000687017, 0.000340271, 0.000619566, 0.000330081, 0.000558311, 0.000319398, 0.00050264, 0.000308216, 0.000451994, 0.000296528, 0.000405869, 0.000284326, 0.000363802, 0.000271595, 0.000325373, 0.000258322, 0.000290198, 0.000244487, 0.000257925, 0.00023007, 0.000228231, 0.000215046, 0.00020082, 0.000199391, 0.000175417, 0.000183072, 0.000151768, 0.000166059, 0.000129636, 0.000148316, 0.000108801, 0.000129803, 8.9054e-05, 0.00011048, 7.01975e-05, 9.03007e-05, 5.2043e-05, 6.92168e-05, 3.44088e-05, 4.71763e-05, 1.71188e-05, 2.41246e-05
1.17152, 0.000238657, -0.000366036, 1.17088, 0.000238418, -0.000366036, 0.286257, 0.000457152, -0.013743, 0.000457152, 0.00722829, 0.000238282, -0.000365832, 1.16429, 6.11475e-07, -2.0377e-07, 0.3, 0, -0.013743, 0.000457152, -0.0124348, 0.00045804, -0.0112509, 0.000457979, -0.0101795, 0.000457027, -0.00920994, 0.000455238, -0.00833246, 0.000452663, -0.00753831, 0.000449346, -0.00681954, 0.00044533, -0.00616897, 0.000440653, -0.00558008, 0.000435348, -0.005047, 0.000429446, -0.00456439, 0.000422974, -0.00412742, 0.000415955, -0.00373172, 0.000408411, -0.00337334, 0.000400357, -0.0030487, 0.000391809, -0.00275454, 0.000382777, -0.00248793, 0.000373269, -0.0022462, 0.00036329, -0.00202693, 0.000352844, -0.00182793, 0.000341929, -0.0016472, 0.000330542, -0.00148295, 0.000318677, -0.00133353, 0.000306326, -0.00119745, 0.000293478, -0.00107334, 0.000280117, -0.000959959, 0.000266228, -0.000856181, 0.000251791, -0.000760965, 0.000236782, -0.000673358, 0.000221178, -0.000592485, 0.00020495, -0.000517537, 0.000188066, -0.000447765, 0.000170494, -0.000382469, 0.000152195, -0.000320999, 0.000133131, -0.000262739, 0.000113257, -0.000207106, 9.25274e-05, -0.000153544, 7.08921e-05, -0.000101518, 4.82977e-05, -5.05062e-05, 2.4688e-05
1.18296, 0.000234434, -0.00035793, 1.18233, 0.000234193, -0.00035793, 0.293035, 0.000442909, -0.00696459, 0.000442909, 0.00366311, 0.000234063, -0.000357726, 1.17929, 6.11473e-07, -2.0377e-07, 0.3, 0, -0.00696459, 0.000442909, -0.00630162, 0.000444168, -0.00570166, 0.000444475, -0.00515871, 0.000443887, -0.00466736, 0.000442459, -0.00422267, 0.000440239, -0.00382022, 0.000437275, -0.00345596, 0.000433608, -0.00312627, 0.000429276, -0.00282784, 0.000424313, -0.00255769, 0.00041875, -0.00231311, 0.000412614, -0.00209167, 0.000405929, -0.00189114, 0.000398715, -0.00170952, 0.000390991, -0.001545, 0.000382769, -0.00139593, 0.000374063, -0.00126082, 0.000364879, -0.00113831, 0.000355225, -0.00102719, 0.000345102, -0.000926345, 0.00033451, -0.000834759, 0.000323448, -0.000751522, 0.000311908, -0.000675799, 0.000299885, -0.000606835, 0.000287365, -0.000543938, 0.000274336, -0.000486482, 0.000260782, -0.00043389, 0.000246683, -0.000385637, 0.000232018, -0.00034124, 0.000216763, -0.000300256, 0.000200889, -0.000262274, 0.000184367, -0.000226915, 0.000167163, -0.000193825, 0.000149242, -0.000162674, 0.000130564, -0.000133149, 0.000111087, -0.000104956, 9.0765e-05, -7.7812e-05, 6.95495e-05, -5.14464e-05, 4.7388e-05, -2.55952e-05, 2.42255e-05
1.19468, 0.000228003, -0.000348393, 1.19406, 0.00022776, -0.000348393, 0.299257, 0.000431833, -0.000743215, 0.000431833, 0.000390903, 0.000227635, -0.000348189, 1.19429, 6.11471e-07, -2.0377e-07, 0.3, 0, -0.000743215, 0.000431833, -0.000672467, 0.000432989, -0.000608443, 0.000433223, -0.000550504, 0.00043259, -0.00049807, 0.000431142, -0.000450616, 0.000428929, -0.000407668, 0.000425994, -0.000368798, 0.000422378, -0.000333615, 0.000418119, -0.000301768, 0.000413248, -0.00027294, 0.000407796, -0.00024684, 0.00040179, -0.000223209, 0.000395251, -0.00020181, 0.000388201, -0.000182429, 0.000380655, -0.000164872, 0.000372629, -0.000148964, 0.000364132, -0.000134546, 0.000355173, -0.000121473, 0.000345757, -0.000109615, 0.000335888, -9.88534e-05, 0.000325564, -8.908e-05, 0.000314784, -8.01975e-05, 0.000303541, -7.21168e-05, 0.000291828, -6.47574e-05, 0.000279635, -5.80455e-05, 0.000266947, -5.19141e-05, 0.000253749, -4.63019e-05, 0.000240023, -4.11526e-05, 0.000225747, -3.64149e-05, 0.000210898, -3.20413e-05, 0.000195448, -2.79882e-05, 0.000179369, -2.42149e-05, 0.000162627, -2.06838e-05, 0.000145189, -1.73595e-05, 0.000127015, -1.42088e-05, 0.000108065, -1.12002e-05, 8.82941e-05, -8.30359e-06, 6.76548e-05, -5.49002e-06, 4.60962e-05, -2.73135e-06, 2.35646e-05
1.20667, 0.000229664, -0.000349824, 1.20604, 0.000229418, -0.000349824, 0.304997, 0.000430784, 0.00499732, 0.000430784, -0.0026284, 0.000229298, -0.00034962, 1.20929, 6.11469e-07, -2.0377e-07, 0.3, 0, 0.00499732, 0.000430784, 0.00452161, 0.000432214, 0.00409112, 0.0004327, 0.00370154, 0.0004323, 0.00334898, 0.000431066, 0.0030299, 0.000429049, 0.00274113, 0.000426293, 0.00247976, 0.000422841, 0.0022432, 0.00041873, 0.00202906, 0.000413994, 0.00183522, 0.000408662, 0.00165973, 0.000402763, 0.00150084, 0.00039632, 0.00135695, 0.000389353, 0.00122664, 0.000381879, 0.00110859, 0.000373914, 0.00100162, 0.000365468, 0.000904677, 0.000356551, 0.000816777, 0.000347167, 0.000737044, 0.00033732, 0.000664682, 0.00032701, 0.000598966, 0.000316235, 0.000539241, 0.000304989, 0.000484907, 0.000293265, 0.000435423, 0.000281051, 0.000390293, 0.000268336, 0.000349066, 0.000255103, 0.00031133, 0.000241333, 0.000276707, 0.000227006, 0.000244851, 0.000212097, 0.000215443, 0.000196581, 0.00018819, 0.000180427, 0.000162819, 0.000163602, 0.000139076, 0.000146073, 0.000116724, 0.0001278, 9.55387e-05, 0.000108742, 7.53091e-05, 8.88544e-05, 5.58326e-05, 6.80894e-05, 3.69144e-05, 4.63957e-05, 1.83654e-05, 2.37194e-05
1.21867, 0.000234903, -0.000358407, 1.21802, 0.000234655, -0.000358407, 0.310688, 0.000442863, 0.0106884, 0.000442863, -0.00562171, 0.000234541, -0.000358203, 1.22429, 6.11467e-07, -2.0377e-07, 0.3, 0, 0.0106884, 0.000442863, 0.00967098, 0.000444184, 0.00875023, 0.000444548, 0.00791699, 0.000444013, 0.00716291, 0.000442632, 0.00648046, 0.000440456, 0.00586282, 0.000437531, 0.00530381, 0.000433899, 0.00479783, 0.000429599, 0.00433983, 0.000424664, 0.00392524, 0.000419126, 0.00354989, 0.000413011, 0.00321004, 0.000406345, 0.0029023, 0.000399147, 0.00262357, 0.000391435, 0.00237109, 0.000383224, 0.00214231, 0.000374525, 0.00193495, 0.000365347, 0.00174695, 0.000355696, 0.00157642, 0.000345573, 0.00142164, 0.000334981, 0.00128109, 0.000323914, 0.00115335, 0.00031237, 0.00103714, 0.000300338, 0.000931298, 0.000287808, 0.000834773, 0.000274768, 0.000746595, 0.0002612, 0.000665883, 0.000247085, 0.00059183, 0.000232402, 0.000523695, 0.000217127, 0.000460797, 0.000201231, 0.000402508, 0.000184685, 0.000348243, 0.000167455, 0.000297461, 0.000149506, 0.000249653, 0.000130797, 0.000204342, 0.000111288, 0.000161074, 9.09306e-05, 0.000119417, 6.96776e-05, 7.89539e-05, 4.74761e-05, 3.92805e-05, 2.42708e-05
1.23091, 0.000232741, -0.000354592, 1.23026, 0.00023249, -0.000354592, 0.315943, 0.000436834, 0.0159429, 0.000436834, -0.00838536, 0.000232382, -0.000354388, 1.23929, 6.11465e-07, -2.0377e-07, 0.3, 0, 0.0159429, 0.000436834, 0.0144253, 0.000438267, 0.0130519, 0.000438744, 0.011809, 0.000438323, 0.0106842, 0.000437059, 0.00966628, 0.000435002, 0.00874501, 0.000432197, 0.00791118, 0.000428687, 0.00715646, 0.000424509, 0.00647331, 0.000419699, 0.0058549, 0.000414286, 0.00529503, 0.000408298, 0.00478811, 0.000401759, 0.00432908, 0.00039469, 0.00391333, 0.000387109, 0.00353672, 0.000379029, 0.00319548, 0.000370463, 0.00288619, 0.000361419, 0.00260576, 0.000351903, 0.00235139, 0.000341918, 0.00212053, 0.000331464, 0.00191088, 0.000320538, 0.00172034, 0.000309136, 0.001547, 0.00029725, 0.00138913, 0.000284868, 0.00124515, 0.000271977, 0.00111362, 0.000258563, 0.000993234, 0.000244604, 0.000882776, 0.000230081, 0.000781146, 0.00021497, 0.000687327, 0.000199242, 0.000600382, 0.000182868, 0.00051944, 0.000165815, 0.000443693, 0.000148048, 0.000372383, 0.000129527, 0.000304797, 0.000110211, 0.000240258, 9.0054e-05, 0.000178123, 6.90083e-05, 0.000117768, 4.70217e-05, 5.8591e-05, 2.40393e-05
1.25597, 0.000238429, -0.000351254, 1.25532, 0.000238173, -0.000351254, 0.29682, 0.000402134, -0.00318048, 0.000402134, 0.00167281, 0.000238073, -0.00035105, 1.25429, 6.11463e-07, -2.0377e-07, 0.3, 0, -0.00318048, 0.000402134, -0.00287772, 0.000406465, -0.00260374, 0.000409663, -0.0023558, 0.000411795, -0.00213141, 0.000412926, -0.00192834, 0.000413112, -0.00174456, 0.000412408, -0.00157821, 0.000410862, -0.00142766, 0.000408521, -0.00129137, 0.000405425, -0.001168, 0.000401611, -0.00105631, 0.000397111, -0.000955189, 0.000391956, -0.000863615, 0.000386172, -0.000780678, 0.00037978, -0.000705547, 0.0003728, -0.000637471, 0.000365247, -0.00057577, 0.000357135, -0.000519827, 0.000348472, -0.000469082, 0.000339265, -0.000423028, 0.000329518, -0.000381205, 0.00031923, -0.000343193, 0.0003084, -0.000308613, 0.000297021, -0.00027712, 0.000285085, -0.000248397, 0.000272581, -0.000222159, 0.000259495, -0.000198142, 0.000245809, -0.000176107, 0.000231504, -0.000155832, 0.000216556, -0.000137116, 0.00020094, -0.000119771, 0.000184625, -0.000103624, 0.000167581, -8.85132e-05, 0.000149771, -7.42874e-05, 0.000131157, -6.08044e-05, 0.000111698, -4.79296e-05, 9.13466e-05, -3.5534e-05, 7.00557e-05, -2.34937e-05, 4.77723e-05, -1.16884e-05, 2.44412e-05
1.27375, 0.000242781, -0.000341241, 1.27312, 0.000242522, -0.000341241, 0.29152, 0.000347408, -0.00847966, 0.000347408, 0.00445997, 0.000242428, -0.000341037, 1.26929, 6.11461e-07, -2.0377e-07, 0.3, 0, -0.00847966, 0.000347408, -0.00767246, 0.000355732, -0.00694199, 0.000362693, -0.00628093, 0.00036837, -0.00568269, 0.000372838, -0.00514127, 0.000376164, -0.00465126, 0.000378413, -0.00420777, 0.000379645, -0.00380635, 0.000379912, -0.003443, 0.000379264, -0.00311408, 0.000377747, -0.0028163, 0.000375402, -0.00254668, 0.000372264, -0.00230253, 0.000368366, -0.00208141, 0.000363738, -0.0018811, 0.000358405, -0.0016996, 0.000352387, -0.00153509, 0.000345703, -0.00138594, 0.000338368, -0.00125065, 0.000330391, -0.00112786, 0.000321782, -0.00101635, 0.000312544, -0.000915007, 0.000302679, -0.000822811, 0.000292184, -0.000738845, 0.000281055, -0.000662266, 0.000269283, -0.00059231, 0.000256856, -0.000528278, 0.00024376, -0.000469528, 0.000229978, -0.000415473, 0.000215487, -0.000365573, 0.000200264, -0.000319329, 0.000184281, -0.000276278, 0.000167507, -0.00023599, 0.000149909, -0.000198062, 0.000131447, -0.000162114, 0.000112082, -0.000127788, 9.17686e-05, -9.47392e-05, 7.04578e-05, -6.2638e-05, 4.80976e-05, -3.11632e-05, 2.46325e-05
1.29135, 0.000245915, -0.000338856, 1.29071, 0.000245651, -0.000338856, 0.286588, 0.000326229, -0.0134121, 0.000326229, 0.00705427, 0.000245565, -0.000338653, 1.28429, 6.1146e-07, -2.0377e-07, 0.3, 0, -0.0134121, 0.000326229, -0.0121354, 0.00033628, -0.01098, 0.000344863, -0.00993445, 0.000352064, -0.00898822, 0.00035796, -0.00813186, 0.000362627, -0.00735683, 0.000366132, -0.00665536, 0.000368539, -0.00602045, 0.000369906, -0.00544574, 0.000370286, -0.0049255, 0.000369728, -0.0044545, 0.000368277, -0.00402805, 0.000365971, -0.00364188, 0.000362848, -0.00329213, 0.000358938, -0.0029753, 0.000354269, -0.00268823, 0.000348865, -0.00242804, 0.000342747, -0.00219212, 0.000335931, -0.00197813, 0.00032843, -0.00178392, 0.000320253, -0.00160755, 0.000311408, -0.00144725, 0.000301896, -0.00130143, 0.000291717, -0.00116862, 0.000280868, -0.0010475, 0.000269341, -0.000936848, 0.000257125, -0.000835569, 0.000244207, -0.000742645, 0.000230571, -0.000657147, 0.000216194, -0.000578221, 0.000201055, -0.000505078, 0.000185126, -0.000436985, 0.000168376, -0.000373262, 0.000150772, -0.000313271, 0.000132276, -0.000256413, 0.000112847, -0.00020212, 9.24394e-05, -0.000149847, 7.10057e-05, -9.90735e-05, 4.8493e-05, -4.92903e-05, 2.48455e-05
1.29709, 0.000245448, -0.000337426, 1.29645, 0.000245183, -0.000337426, 0.304197, 0.000322633, 0.00419699, 0.000322633, -0.00220745, 0.000245101, -0.000337222, 1.29929, 6.11458e-07, -2.0377e-07, 0.3, 0, 0.00419699, 0.000322633, 0.00379746, 0.000332852, 0.00343592, 0.000341597, 0.00310873, 0.000348952, 0.00281263, 0.000354996, 0.00254466, 0.000359804, 0.00230213, 0.000363445, 0.00208262, 0.000365982, 0.00188395, 0.000367474, 0.00170411, 0.000367973, 0.00154131, 0.00036753, 0.00139392, 0.000366189, 0.00126048, 0.000363989, 0.00113963, 0.000360967, 0.00103019, 0.000357154, 0.000931045, 0.000352579, 0.000841212, 0.000347266, 0.000759791, 0.000341235, 0.000685968, 0.000334503, 0.000619005, 0.000327084, 0.000558232, 0.000318986, 0.000503041, 0.000310217, 0.00045288, 0.000300779, 0.000407248, 0.000290672, 0.000365689, 0.000279892, 0.000327787, 0.000268433, 0.000293162, 0.000256283, 0.00026147, 0.00024343, 0.000232392, 0.000229857, 0.000205637, 0.000215543, 0.000180939, 0.000200465, 0.000158051, 0.000184596, 0.000136743, 0.000167906, 0.000116803, 0.000150361, 9.80302e-05, 0.000131924, 8.0238e-05, 0.000112553, 6.32482e-05, 9.22042e-05, 4.68909e-05, 7.08289e-05, 3.10025e-05, 4.83747e-05, 1.54241e-05, 2.47861e-05
