pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad]
-0.396799, 0.000215551, -0.000666444, 0.260287, 0.000853055, 0.0627143, 0.000853055, -0.0297273, 0.000215551, -0.000666444, -0.367071, 0, 0, 0.197572, 0, 0.0627143, 0.000853055, 0.0560665, 0.000965597, 0.0501194, 0.00106345, 0.0447988, 0.00112761, 0.0400383, 0.00116172, 0.0357781, 0.0011703, 0.0319653, 0.00115768, 0.028552, 0.00112783, 0.0254955, 0.00108437, 0.0227578, 0.0010305, 0.0203046, 0.000968977, 0.0181052, 0.00090212, 0.0161321, 0.000831854, 0.0143606, 0.000760497, 0.0127686, 0.00069322, 0.0113363, 0.000630408, 0.0100456, 0.00057166, 0.00888055, 0.000516603, 0.00782648, 0.000464884, 0.00687024, 0.000416173, 0.00599988, 0.00037016, 0.00520452, 0.000326551, 0.00447421, 0.000285067, 0.00379983, 0.000245443, 0.00317295, 0.000207426, 0.00258573, 0.000170773, 0.00203083, 0.000135251, 0.00150132, 0.000100631, 0.000990574, 6.66938e-05, 0.000492211, 3.32213e-05
-0.394429, 0.000222869, -0.000781838, 0.319771, 0.00116554, 0.0807089, 0.00116554, -0.0382568, 0.000222869, -0.000781838, -0.356172, 0, 0, 0.239063, 0, 0.0807089, 0.00116554, 0.0721535, 0.00128394, 0.0645001, 0.00136164, 0.0576529, 0.00140302, 0.0515264, 0.00141356, 0.0460439, 0.00139845, 0.041137, 0.00136255, 0.0367443, 0.00131023, 0.0328109, 0.00124537, 0.0292877, 0.00117133, 0.0261306, 0.00109092, 0.0233001, 0.0010065, 0.0207608, 0.000920874, 0.018481, 0.000840289, 0.0164323, 0.000765222, 0.014589, 0.000695192, 0.012928, 0.000629752, 0.0114286, 0.000568485, 0.0100721, 0.000510999, 0.00884151, 0.000456925, 0.00772141, 0.000405919, 0.00669784, 0.000357653, 0.00575799, 0.000311821, 0.00489011, 0.000268128, 0.00408336, 0.000226295, 0.00332765, 0.000186055, 0.00261354, 0.000147149, 0.00193209, 0.00010933, 0.0012748, 7.23561e-05, 0.00063344, 3.59901e-05
-0.39115, 0.0002981, -0.00110561, 0.383586, 0.00186865, 0.101312, 0.00186865, -0.0480229, 0.0002981, -0.00110561, -0.343127, 0, 0, 0.282275, 0, 0.101312, 0.00186865, 0.0905726, 0.00198217, 0.0809654, 0.00204289, 0.0723703, 0.00205877, 0.0646798, 0.00203736, 0.0577978, 0.00198572, 0.0516383, 0.00191023, 0.0461243, 0.00181654, 0.0411868, 0.00170952, 0.0367641, 0.0015933, 0.0328011, 0.00147127, 0.029248, 0.00134753, 0.0260605, 0.00123122, 0.0231988, 0.00112304, 0.0206271, 0.0010223, 0.0183132, 0.000928342, 0.0162282, 0.000840581, 0.0143461, 0.00075845, 0.0126433, 0.000681424, 0.0110985, 0.00060901, 0.0096925, 0.000540746, 0.00840764, 0.000476194, 0.00722786, 0.000414942, 0.00613844, 0.000356597, 0.00512574, 0.000300786, 0.00417712, 0.000247152, 0.00328071, 0.000195353, 0.00242531, 0.000145056, 0.00160022, 9.59395e-05, 0.000795142, 4.76905e-05
-0.386804, 0.000330682, -0.00136882, 0.445816, 0.00255463, 0.124036, 0.00255463, -0.0587944, 0.000330682, -0.00136882, -0.328009, 0, 0, 0.32178, 0, 0.124036, 0.00255463, 0.110888, 0.00263324, 0.0991259, 0.00265401, 0.0886029, 0.00262671, 0.0791875, 0.00256043, 0.0707619, 0.00246342, 0.0632208, 0.00234299, 0.0564699, 0.00220545, 0.050425, 0.00205613, 0.0450103, 0.00189944, 0.0401583, 0.00174067, 0.0358083, 0.00159161, 0.0319059, 0.00145317, 0.0284023, 0.00132448, 0.0252537, 0.00120469, 0.0224208, 0.00109306, 0.0198682, 0.000988857, 0.0175639, 0.000891422, 0.0154792, 0.000800129, 0.0135879, 0.000714394, 0.0118665, 0.000633666, 0.0102935, 0.00055743, 0.00884907, 0.000485197, 0.00751529, 0.000416503, 0.00627544, 0.00035091, 0.00511405, 0.000287997, 0.00401657, 0.000227362, 0.0029693, 0.000168616, 0.00195915, 0.000111383, 0.000973493, 5.52969e-05
-0.381255, 0.000367993, -0.0016945, 0.505517, 0.0034168, 0.148183, 0.0034168, -0.0702404, 0.000367993, -0.0016945, -0.311015, 0, 0, 0.357333, 0, 0.148183, 0.0034168, 0.132476, 0.00344415, 0.118424, 0.00340912, 0.105852, 0.0033235, 0.0946036, 0.00319802, 0.0845377, 0.00304219, 0.0755285, 0.00286421, 0.0674634, 0.00267105, 0.0602416, 0.00246841, 0.0537729, 0.00226319, 0.0479763, 0.00207071, 0.0427794, 0.00189218, 0.0381173, 0.00172643, 0.0339316, 0.00157241, 0.0301701, 0.00142914, 0.0267857, 0.00129569, 0.0237361, 0.00117121, 0.0209832, 0.0010549, 0.0184926, 0.000946022, 0.0162332, 0.000843868, 0.0141767, 0.000747787, 0.0122974, 0.000657163, 0.0105718, 0.000571414, 0.00897835, 0.000489991, 0.00749714, 0.000412371, 0.00610964, 0.000338058, 0.00479851, 0.000266574, 0.00354736, 0.000197463, 0.00234056, 0.000130282, 0.00116301, 6.4601e-05
-0.374161, 0.000405, -0.00208265, 0.561547, 0.00446905, 0.172611, 0.00446905, -0.0818196, 0.000405, -0.00208265, -0.292342, 0, 0, 0.388936, 0, 0.172611, 0.00446905, 0.154314, 0.00442407, 0.137946, 0.00431344, 0.123302, 0.00415111, 0.110199, 0.00394942, 0.0984737, 0.00371907, 0.0879794, 0.00346909, 0.0785848, 0.00320693, 0.0701725, 0.00294153, 0.0626374, 0.00269281, 0.0558852, 0.00246234, 0.0498316, 0.00224862, 0.0444009, 0.0020503, 0.0395253, 0.00186609, 0.0351436, 0.00169481, 0.0312013, 0.00153537, 0.027649, 0.00138675, 0.0244423, 0.00124798, 0.0215412, 0.00111819, 0.0189093, 0.000996524, 0.0165137, 0.000882217, 0.0143246, 0.000774531, 0.0123146, 0.000672774, 0.0104584, 0.000576294, 0.00873304, 0.000484471, 0.00711682, 0.000396716, 0.00558955, 0.000312467, 0.00413215, 0.000231184, 0.0027264, 0.000152346, 0.00135473, 7.54484e-05
-0.365365, 0.000435026, -0.00252229, 0.613157, 0.0056969, 0.196571, 0.0056969, -0.0931774, 0.000435026, -0.00252229, -0.272187, 0, 0, 0.416586, 0, 0.196571, 0.0056969, 0.175734, 0.005555, 0.157094, 0.00534654, 0.140417, 0.00508743, 0.125496, 0.00479147, 0.112143, 0.00447031, 0.100192, 0.00413358, 0.0894935, 0.00379281, 0.0799135, 0.00347368, 0.0713324, 0.00317818, 0.063643, 0.00290444, 0.056749, 0.00265068, 0.0505645, 0.00241529, 0.045012, 0.00219675, 0.0400221, 0.00199366, 0.0355325, 0.0018047, 0.0314871, 0.00162868, 0.0278353, 0.00146446, 0.0245314, 0.00131097, 0.0215342, 0.00116725, 0.0188061, 0.00103235, 0.0163131, 0.000905423, 0.014024, 0.000785644, 0.0119102, 0.000672245, 0.00994533, 0.000564498, 0.00810474, 0.000461712, 0.00636546, 0.000363226, 0.00470575, 0.00026841, 0.00310487, 0.000176656, 0.00154279, 8.73763e-05
-0.354606, 0.000450601, -0.00300438, 0.659387, 0.00708424, 0.219101, 0.00708424, -0.103857, 0.000450601, -0.00300438, -0.250749, 0, 0, 0.440286, 0, 0.219101, 0.00708424, 0.195875, 0.006819, 0.175098, 0.0064892, 0.15651, 0.00611246, 0.139879, 0.00570368, 0.124996, 0.00527516, 0.111675, 0.00484161, 0.0997506, 0.00443581, 0.0890726, 0.00406034, 0.079508, 0.00371277, 0.0709373, 0.00339088, 0.0632532, 0.0030926, 0.0563598, 0.00281602, 0.0501709, 0.00255934, 0.0446092, 0.00232094, 0.039605, 0.00209926, 0.035096, 0.00189289, 0.0310256, 0.0017005, 0.027343, 0.00152084, 0.0240023, 0.00135277, 0.0209615, 0.00119521, 0.0181828, 0.00104713, 0.0156313, 0.000907594, 0.0132753, 0.000775694, 0.0110852, 0.000650585, 0.00903365, 0.000531464, 0.00709503, 0.000417566, 0.00524509, 0.00030816, 0.00346073, 0.000202544, 0.00171962, 0.000100043
-0.341784, 0.000453207, -0.00353462, 0.699604, 0.00864048, 0.239571, 0.00864048, -0.113559, 0.000453207, -0.00353462, -0.228225, 0, 0, 0.460034, 0, 0.239571, 0.00864048, 0.214174, 0.00822344, 0.191456, 0.00774697, 0.171132, 0.00722999, 0.152946, 0.0066881, 0.136673, 0.00613997, 0.122108, 0.00562715, 0.109069, 0.00515291, 0.0973938, 0.00471421, 0.0869357, 0.00430822, 0.0775642, 0.00393232, 0.0691623, 0.00358412, 0.061625, 0.00326136, 0.0548579, 0.00296197, 0.0487766, 0.00268402, 0.043305, 0.00242573, 0.0383746, 0.00218542, 0.033924, 0.00196156, 0.0298974, 0.00175269, 0.0262446, 0.00155748, 0.0229197, 0.00137467, 0.0198814, 0.00120307, 0.0170916, 0.00104159, 0.0145155, 0.00088919, 0.0121208, 0.00074488, 0.00987758, 0.000607737, 0.00775785, 0.000476879, 0.00573509, 0.000351465, 0.00378403, 0.000230693, 0.00188026, 0.000113787
-0.296812, 0.0153794, -0.0407384, 0.669917, 0.0939857, 0.194087, 0.0939857, -0.0920001, 0.0153794, -0.0407384, -0.204811, 0, 0, 0.47583, 0, 0.194087, 0.0939857, 0.173513, 0.0889208, 0.155108, 0.0833829, 0.138643, 0.0775341, 0.12391, 0.0715755, 0.110726, 0.0659872, 0.0989263, 0.0608096, 0.0883628, 0.0560098, 0.0789038, 0.0515574, 0.0704311, 0.0474241, 0.0628388, 0.0435837, 0.056032, 0.0400117, 0.0499256, 0.0366856, 0.0444432, 0.0335841, 0.0395164, 0.0306877, 0.0350836, 0.0279778, 0.0310893, 0.0254373, 0.0274836, 0.0230501, 0.0242214, 0.020801, 0.0212621, 0.0186756, 0.0185685, 0.0166605, 0.016107, 0.0147429, 0.0138468, 0.0129105, 0.0117597, 0.0111517, 0.00981967, 0.0094552, 0.00800234, 0.00781031, 0.00628503, 0.00620651, 0.0046463, 0.00463355, 0.00306564, 0.00308141, 0.0015233, 0.00154017
-0.239273, -0.0064017, 0.00664192, 0.611228, -0.0124825, 0.123553, -0.0124825, -0.0585656, -0.0064017, 0.00664192, -0.180707, 0, 0, 0.487675, 0, 0.123553, -0.0124825, 0.110456, -0.0118586, 0.09874, -0.0111812, 0.088258, -0.0104733, 0.0788792, -0.00980343, 0.0704864, -0.00917842, 0.0629747, -0.0085945, 0.0562501, -0.00804811, 0.0502287, -0.00753596, 0.0448351, -0.00705494, 0.040002, -0.00660214, 0.0356689, -0.00617483, 0.0317817, -0.00577041, 0.0282918, -0.00538644, 0.0251554, -0.00502059, 0.0223336, -0.00467066, 0.0197909, -0.0043345, 0.0174956, -0.00401009, 0.0154189, -0.00369544, 0.013535, -0.00338862, 0.0118203, -0.00308777, 0.0102534, -0.00279103, 0.00881463, -0.00249656, 0.00748604, -0.00220254, 0.00625102, -0.00190716, 0.00509414, -0.00160855, 0.00400094, -0.00130484, 0.00295775, -0.000994135, 0.00195153, -0.000674457, 0.000969703, -0.000343781
-0.21997, -0.00636568, 0.00590728, 0.630291, -0.0106925, 0.134722, -0.0106925, -0.0638601, -0.00636568, 0.00590728, -0.15611, 0, 0, 0.495569, 0, 0.134722, -0.0106925, 0.120441, -0.010112, 0.107666, -0.00950159, 0.0962368, -0.00892298, 0.0860101, -0.00838262, 0.0768586, -0.00787727, 0.0686678, -0.0074039, 0.0613353, -0.00695969, 0.0547695, -0.00654199, 0.0488884, -0.0061483, 0.0436183, -0.00577629, 0.0388935, -0.00542372, 0.0346549, -0.00508851, 0.0308494, -0.00476864, 0.0274296, -0.00446221, 0.0243526, -0.00416738, 0.02158, -0.00388239, 0.0190772, -0.00360552, 0.0168128, -0.00333511, 0.0147587, -0.00306951, 0.0128889, -0.00280711, 0.0111803, -0.00254631, 0.0096115, -0.00228552, 0.00816279, -0.00202312, 0.00681613, -0.00175749, 0.00555466, -0.00148698, 0.00436263, -0.00120989, 0.00322514, -0.000924489, 0.00212795, -0.00062897, 0.00105737, -0.00032146
-0.198116, -0.0063904, 0.0052078, 0.640645, -0.00885296, 0.141135, -0.00885296, -0.0668999, -0.0063904, 0.0052078, -0.131216, 0, 0, 0.499511, 0, 0.141135, -0.00885296, 0.126174, -0.00835586, 0.112791, -0.00788324, 0.100818, -0.00744099, 0.0901043, -0.00702652, 0.0805171, -0.00663741, 0.0719364, -0.00627138, 0.0642549, -0.00592631, 0.0573766, -0.00560017, 0.0512155, -0.00529108, 0.0456946, -0.00499723, 0.0407449, -0.00471691, 0.0363045, -0.00444849, 0.0323179, -0.00419039, 0.0287352, -0.00394112, 0.0255118, -0.0036992, 0.0226072, -0.00346321, 0.0199853, -0.00323176, 0.0176132, -0.00300347, 0.0154612, -0.00277698, 0.0135025, -0.00255093, 0.0117125, -0.00232395, 0.010069, -0.00209466, 0.00855135, -0.00186167, 0.00714058, -0.00162353, 0.00581907, -0.00137877, 0.0045703, -0.00112587, 0.00337865, -0.000863234, 0.00222924, -0.000589218, 0.0011077, -0.000302083
