pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad]
-0.375358, 0.000261802, -0.00181324, 0.564071, 0.00395059, 0.175135, 0.00395059, -0.0830161, 0.000261802, -0.00181324, -0.292342, 0, 0, 0.388936, 0, 0.175135, 0.00395059, 0.15657, 0.00390906, 0.139963, 0.00380916, 0.125105, 0.00366335, 0.111811, 0.00348265, 0.0999138, 0.00327664, 0.089266, 0.00305343, 0.079734, 0.00281972, 0.0711987, 0.00258348, 0.0635534, 0.00236225, 0.0567025, 0.00215736, 0.0505604, 0.00196751, 0.0450503, 0.00179147, 0.0401033, 0.0016281, 0.0356576, 0.00147637, 0.0316576, 0.00133529, 0.0280534, 0.00120396, 0.0247998, 0.00108153, 0.0218562, 0.000967209, 0.0191858, 0.000860269, 0.0167552, 0.000760019, 0.0145341, 0.000665814, 0.0124946, 0.000577048, 0.0106114, 0.000493149, 0.00886076, 0.00041358, 0.00722089, 0.000337827, 0.00567129, 0.000265406, 0.00419258, 0.000195851, 0.00276627, 0.000128716, 0.00137454, 6.3571e-05
-0.366475, 0.000206885, -0.00208313, 0.6155, 0.00481146, 0.198914, 0.00481146, -0.0942881, 0.000206885, -0.00208313, -0.272187, 0, 0, 0.416586, 0, 0.198914, 0.00481146, 0.177828, 0.00468799, 0.158966, 0.00450788, 0.142091, 0.00428481, 0.126992, 0.00403063, 0.11348, 0.0037554, 0.101387, 0.00346745, 0.0905603, 0.00317664, 0.0808661, 0.00290454, 0.0721827, 0.0026528, 0.0644016, 0.00241979, 0.0574255, 0.00220402, 0.0511672, 0.0020041, 0.0455485, 0.00181873, 0.0404992, 0.00164673, 0.0359561, 0.00148699, 0.0318625, 0.00133848, 0.0281671, 0.00120023, 0.0248238, 0.00107136, 0.0217908, 0.000951035, 0.0190303, 0.000838481, 0.0165075, 0.000732972, 0.0141912, 0.000633827, 0.0120522, 0.000540407, 0.0100639, 0.000452111, 0.00820135, 0.00036837, 0.00644134, 0.000288646, 0.00476185, 0.000212426, 0.00314188, 0.000139222, 0.00156118, 6.85639e-05
-0.355661, 0.000124491, -0.00236541, 0.661614, 0.00574645, 0.221328, 0.00574645, -0.104912, 0.000124491, -0.00236541, -0.250749, 0, 0, 0.440286, 0, 0.221328, 0.00574645, 0.197866, 0.00552492, 0.176878, 0.00525066, 0.158101, 0.0049383, 0.141301, 0.00460026, 0.126267, 0.00424683, 0.112811, 0.00389015, 0.100765, 0.00355667, 0.089978, 0.00324838, 0.0803162, 0.0029633, 0.0716583, 0.00269959, 0.0638961, 0.00245556, 0.0569327, 0.00222963, 0.0506809, 0.00202033, 0.0450626, 0.00182632, 0.0400076, 0.00164634, 0.0354527, 0.00147924, 0.0313409, 0.00132392, 0.027621, 0.00117939, 0.0242462, 0.00104471, 0.0211746, 0.000919016, 0.0183676, 0.000801489, 0.0157902, 0.000691371, 0.0134102, 0.000587952, 0.0111979, 0.000490564, 0.00912547, 0.000398579, 0.00716714, 0.000311405, 0.00529841, 0.000228481, 0.0034959, 0.000149274, 0.00173709, 7.32758e-05
-0.342791, 3.78553e-05, -0.00272113, 0.701733, 0.00688872, 0.241699, 0.00688872, -0.114566, 3.78553e-05, -0.00272113, -0.228225, 0, 0, 0.460034, 0, 0.241699, 0.00688872, 0.216076, 0.00654661, 0.193155, 0.006157, 0.17265, 0.00573545, 0.154303, 0.00529484, 0.137885, 0.00485037, 0.123191, 0.00443501, 0.110036, 0.00405125, 0.0982574, 0.00369661, 0.0877065, 0.00336882, 0.078252, 0.00306575, 0.0697756, 0.00278544, 0.0621714, 0.00252609, 0.0553443, 0.00228601, 0.0492091, 0.00206365, 0.0436889, 0.00185757, 0.0387149, 0.00166644, 0.0342248, 0.00148902, 0.0301625, 0.00132416, 0.0264773, 0.0011708, 0.023123, 0.00102793, 0.0200577, 0.000894636, 0.0172432, 0.000770054, 0.0146442, 0.000653377, 0.0122282, 0.000543852, 0.00996516, 0.00044077, 0.00782664, 0.000343468, 0.00578595, 0.000251317, 0.00381758, 0.000163726, 0.00189693, 8.01322e-05
-0.343782, 0.00802922, -0.0226596, 0.706996, 0.0526882, 0.231166, 0.0526882, -0.13897, 0.00802922, -0.0226596, -0.204811, 0, 0, 0.47583, 0, 0.231166, 0.0526882, 0.21931, 0.0498296, 0.211401, 0.0467064, 0.207441, 0.0434103, 0.200803, 0.0400548, 0.179438, 0.0369086, 0.160315, 0.0339942, 0.143196, 0.0312932, 0.127868, 0.0287884, 0.114137, 0.0264639, 0.101833, 0.0243049, 0.0908025, 0.0222976, 0.0809067, 0.0204294, 0.0720223, 0.0186882, 0.0640382, 0.0170632, 0.0568545, 0.0155439, 0.0503815, 0.0141206, 0.0445383, 0.0127843, 0.0392519, 0.0115266, 0.034456, 0.0103393, 0.0300909, 0.00921496, 0.026102, 0.00814641, 0.0224393, 0.00712683, 0.0190571, 0.00614971, 0.0159131, 0.00520884, 0.0129681, 0.00429821, 0.0101851, 0.00341201, 0.00752949, 0.00254459, 0.00496797, 0.00169041, 0.00246857, 0.000844016
-0.284597, 0.0247244, -0.070555, 0.706836, 0.167206, 0.219161, 0.167206, -0.10389, 0.0247244, -0.070555, -0.180707, 0, 0, 0.487675, 0, 0.219161, 0.167206, 0.195941, 0.156753, 0.175157, 0.145721, 0.156563, 0.134491, 0.139926, 0.123966, 0.125037, 0.114222, 0.111712, 0.105195, 0.0997834, 0.0968303, 0.0891019, 0.089073, 0.0795341, 0.0818743, 0.0709606, 0.0751884, 0.063274, 0.0689728, 0.0563783, 0.063188, 0.0501874, 0.0577973, 0.0446238, 0.0527662, 0.0396181, 0.0480629, 0.0351075, 0.0436573, 0.0310358, 0.0395216, 0.027352, 0.0356292, 0.0240101, 0.0319556, 0.0209684, 0.0284772, 0.0181888, 0.0251719, 0.0156365, 0.0220186, 0.0132797, 0.0189973, 0.0110888, 0.0160887, 0.00903662, 0.0132743, 0.00709736, 0.010536, 0.00524682, 0.00785638, 0.00346186, 0.0052184, 0.00172018, 0.00260517
-0.265305, 0.0232215, -0.0710195, 0.706842, 0.17175, 0.211273, 0.17175, -0.109195, 0.0232215, -0.0710195, -0.15611, 0, 0, 0.495569, 0, 0.211273, 0.17175, 0.207324, 0.159634, 0.185967, 0.147309, 0.166225, 0.135763, 0.148561, 0.125078, 0.132754, 0.115188, 0.118606, 0.106029, 0.105941, 0.0975428, 0.0946006, 0.0896754, 0.0844424, 0.0823769, 0.0753397, 0.0756007, 0.0671788, 0.0693037, 0.0598576, 0.0634459, 0.0532846, 0.0579899, 0.0473777, 0.0529009, 0.042063, 0.0481466, 0.0372741, 0.0436967, 0.0329511, 0.0395227, 0.02904, 0.0355982, 0.0254919, 0.0318981, 0.0222624, 0.0283988, 0.0193112, 0.025078, 0.0166015, 0.0219145, 0.0140992, 0.0188881, 0.0117732, 0.0159795, 0.00959429, 0.0131701, 0.00753536, 0.0104421, 0.00557062, 0.00777794, 0.0036755, 0.00516065, 0.00182634, 0.00257351
-0.243832, 0.0215391, -0.0709794, 0.706861, 0.174141, 0.20735, 0.174141, -0.112616, 0.0215391, -0.0709794, -0.131216, 0, 0, 0.499511, 0, 0.20735, 0.174141, 0.206852, 0.16067, 0.193636, 0.148056, 0.17308, 0.136389, 0.154688, 0.125595, 0.138229, 0.115605, 0.123498, 0.106356, 0.110311, 0.0977878, 0.0985021, 0.0898471, 0.087925, 0.0824827, 0.0784469, 0.0756479, 0.0699494, 0.069299, 0.0623262, 0.0633955, 0.0554822, 0.0578998, 0.0493316, 0.0527769, 0.0437977, 0.0479941, 0.0388113, 0.0435208, 0.03431, 0.0393286, 0.0302376, 0.0353906, 0.0265432, 0.0316818, 0.0231805, 0.0281784, 0.0201077, 0.0248582, 0.0172861, 0.0216998, 0.0146807, 0.0186832, 0.0122587, 0.015789, 0.00998997, 0.0129988, 0.00784613, 0.0102947, 0.00580035, 0.00765943, 0.00382709, 0.00507621, 0.00190166, 0.00252849
-0.219977, 0.019768, -0.0692871, 0.706866, 0.171156, 0.206866, 0.171156, -0.113757, 0.019768, -0.0692871, -0.10622, 0, 0, 0.5, 0, 0.206866, 0.171156, 0.206856, 0.157712, 0.19609, 0.145282, 0.175274, 0.133787, 0.156648, 0.123154, 0.139981, 0.113313, 0.125063, 0.104204, 0.111708, 0.0957681, 0.0997503, 0.0879508, 0.0890391, 0.0807027, 0.0794409, 0.0739776, 0.0708358, 0.0677325, 0.063116, 0.0619277, 0.0561852, 0.0565259, 0.0499567, 0.0514928, 0.0443527, 0.0467963, 0.0393031, 0.0424062, 0.0347448, 0.0382947, 0.0306208, 0.0344353, 0.0268795, 0.0308036, 0.0234743, 0.0273762, 0.0203625, 0.0241312, 0.0175052, 0.021048, 0.0148667, 0.0181068, 0.012414, 0.0152888, 0.0101166, 0.0125759, 0.00794555, 0.00995093, 0.00587385, 0.007397, 0.00387558, 0.00489781, 0.00192576, 0.00243738
-0.193971, 0.0178153, -0.0665806, 0.706862, 0.165434, 0.206862, 0.165434, -0.112751, 0.0178153, -0.0665806, -0.0812204, 0, 0, 0.5, 0, 0.206862, 0.165434, 0.206853, 0.152394, 0.193971, 0.140339, 0.17338, 0.129191, 0.154955, 0.11888, 0.138468, 0.10934, 0.123712, 0.10051, 0.110501, 0.0923334, 0.0986726, 0.0847586, 0.0880771, 0.0777369, 0.0785826, 0.0712236, 0.0700704, 0.0651769, 0.0624341, 0.0595584, 0.0555782, 0.054332, 0.049417, 0.0494645, 0.0438735, 0.0449246, 0.0388785, 0.0406834, 0.0343694, 0.0367138, 0.03029, 0.0329903, 0.0265891, 0.0294892, 0.0232207, 0.0261881, 0.0201425, 0.0230659, 0.017316, 0.0201025, 0.0147061, 0.017279, 0.0122799, 0.0145774, 0.0100073, 0.0119803, 0.0078597, 0.00947127, 0.00581039, 0.00703411, 0.00383371, 0.00465328, 0.00190495, 0.00231356
